200 2023
9 179 180
9 183 296
9 4 112
88 71 156
88 145 323
88 190 106
88 68 302
88 107 159
88 110 183
38 197 354
38 2 305
38 159 70
38 159 116
38 53 257
38 139 360
38 25 331
38 103 197
38 137 270
38 8 181
38 195 258
38 94 24
38 30 165
38 158 2
12 160 39
12 105 303
12 105 317
12 199 2
12 109 201
12 21 34
12 85 123
12 142 36
12 183 53
12 169 154
190 70 148
190 105 303
190 49 102
190 170 90
190 59 257
190 39 351
190 194 208
190 72 234
37 156 315
37 71 30
37 124 209
37 161 347
37 176 275
37 6 176
37 170 295
37 133 330
37 83 125
37 3 266
37 72 170
21 159 89
21 79 139
21 43 355
21 48 130
21 196 202
21 18 79
21 77 174
21 77 305
155 27 338
155 15 308
155 161 232
155 187 308
155 95 30
155 89 33
155 52 3
155 144 58
155 165 316
155 23 78
155 157 219
108 2 210
108 26 286
108 167 98
108 187 24
108 152 245
108 150 223
108 198 21
108 198 89
108 163 62
108 100 236
108 98 133
108 55 287
187 162 126
187 185 59
187 78 206
187 8 192
187 133 322
187 127 192
187 5 225
187 194 235
187 158 223
95 101 310
95 79 8
95 16 215
95 142 12
95 193 261
95 30 258
80 32 178
80 180 132
80 37 41
80 187 185
80 95 340
80 97 95
80 133 109
80 74 53
80 13 359
67 27 244
67 184 64
67 37 335
67 97 239
67 76 128
67 133 328
67 119 6
118 116 195
118 35 310
118 101 269
118 191 3
118 117 315
118 113 282
118 164 32
130 116 337
130 35 68
130 159 41
130 156 107
130 160 33
130 75 124
130 81 341
130 190 23
130 10 62
130 85 125
130 142 343
130 76 350
130 83 175
130 30 253
130 57 113
10 178 247
10 160 292
10 91 192
10 78 356
10 99 270
10 137 54
10 64 106
10 85 220
10 82 6
10 90 267
10 107 166
49 162 193
49 53 254
49 139 107
49 71 146
49 54 51
49 38 205
49 190 332
49 176 26
49 92 80
49 24 105
49 87 111
49 107 106
49 127 102
49 3 74
11 93 54
11 71 193
11 184 282
11 167 281
11 106 105
11 52 66
11 107 302
11 44 330
11 98 181
11 164 224
68 114 272
68 65 177
68 129 300
68 181 182
68 135 53
68 95 124
68 170 184
68 76 44
68 47 351
104 197 202
104 17 179
104 84 193
104 9 182
104 88 348
104 154 181
104 6 279
104 60 265
104 127 210
85 101 114
85 101 313
85 33 73
85 151 228
85 171 115
85 82 277
85 56 144
85 56 303
171 1 215
171 78 345
171 141 264
171 17 50
171 49 38
171 11 32
171 16 132
171 142 152
171 198 209
171 133 210
171 13 196
171 119 39
171 90 63
48 1 74
48 27 277
48 25 345
48 32 298
48 180 102
48 137 278
48 80 130
48 106 63
48 89 55
48 134 287
48 56 351
48 117 75
48 194 63
146 160 156
146 180 261
146 64 320
146 172 279
146 24 195
146 58 179
146 28 202
186 33 208
186 162 84
186 162 293
186 7 247
186 76 152
186 165 122
186 125 50
7 35 197
7 17 347
7 155 68
7 80 214
7 85 130
7 186 153
7 56 325
7 6 335
7 41 266
7 125 138
7 83 132
7 58 22
7 110 215
82 70 57
82 160 285
82 40 160
82 103 328
82 112 312
82 84 91
82 130 89
82 61 310
82 168 274
82 44 50
82 157 311
176 93 286
176 40 58
176 14 31
176 180 78
176 38 245
176 155 1
176 108 4
176 10 119
176 50 63
176 30 303
176 57 55
106 185 74
106 190 91
106 187 170
106 8 149
106 76 92
102 131 78
102 192 331
102 105 73
102 124 64
102 54 17
102 141 48
102 167 354
102 67 339
102 85 57
102 176 34
102 89 188
102 153 206
148 45 322
148 189 4
148 105 108
148 66 249
148 78 280
148 49 238
148 104 67
148 172 213
148 90 267
148 60 245
148 44 246
136 70 113
136 69 71
136 192 306
136 34 360
136 80 221
136 68 180
136 170 128
136 44 358
136 100 93
136 51 344
8 2 18
8 93 274
8 103 351
8 11 296
8 29 2
8 44 214
154 33 258
154 17 291
154 81 19
154 111 85
154 118 177
154 118 340
154 102 280
154 89 183
154 61 306
154 97 221
154 140 343
154 107 73
154 175 279
154 55 323
92 151 193
92 135 113
92 137 256
92 106 101
92 123 322
92 194 8
172 66 241
172 182 98
172 34 170
172 84 272
172 104 158
172 82 334
172 56 59
172 198 238
172 13 156
172 60 214
172 158 230
89 1 267
89 173 208
89 64 115
89 136 249
89 97 279
89 56 10
89 168 178
89 73 238
24 162 211
24 69 251
24 52 106
24 142 309
24 74 46
50 53 85
50 122 158
50 91 182
50 199 78
50 12 290
50 8 290
50 154 55
50 16 195
50 16 246
50 113 131
50 153 290
50 30 140
50 123 189
50 164 109
61 177 268
61 54 139
61 84 242
61 136 25
61 56 205
87 126 218
87 126 221
87 122 144
87 156 76
87 43 39
87 176 343
87 8 144
87 92 305
87 30 73
87 169 204
143 159 293
143 105 206
143 25 236
143 177 132
143 171 188
143 56 164
143 144 210
143 163 33
143 183 143
143 47 66
143 196 213
143 149 270
152 86 252
152 27 197
152 62 26
152 34 94
152 63 204
152 111 171
152 154 319
152 50 19
152 31 230
152 125 294
152 193 336
152 83 225
191 75 124
191 62 326
191 22 49
191 9 257
191 21 218
191 95 84
191 80 135
191 8 116
20 27 203
20 54 37
20 81 358
20 38 347
20 190 285
20 143 294
20 36 126
20 133 195
20 83 211
134 69 181
134 120 344
134 114 237
134 181 329
134 68 326
134 6 1
134 83 122
134 23 122
134 127 43
134 164 126
97 66 336
97 161 243
97 155 192
97 130 265
97 7 209
97 106 2
97 94 203
97 153 228
52 101 290
52 159 4
52 27 41
52 79 152
52 32 323
52 65 298
52 99 70
52 54 181
52 141 156
52 9 49
52 48 57
52 150 145
52 198 192
52 169 249
52 73 219
52 55 102
52 200 117
56 46 275
56 40 103
56 141 139
56 195 82
56 174 84
56 175 120
56 57 221
144 121 224
144 34 18
144 37 265
144 11 111
144 133 48
144 94 231
144 30 248
144 72 80
144 200 282
36 166 244
36 192 209
36 177 350
36 182 349
36 103 160
36 173 180
36 109 48
36 146 136
36 154 53
36 61 349
36 179 211
36 74 250
36 73 274
150 116 119
150 159 184
150 99 298
150 84 68
150 10 18
150 142 173
150 74 226
150 183 263
6 21 309
6 8 206
6 36 175
6 142 76
6 175 242
6 60 106
6 28 348
16 86 70
16 43 201
16 54 303
16 112 317
16 84 348
16 148 262
16 87 176
16 52 12
16 107 310
16 30 241
16 73 88
16 51 292
142 101 23
142 197 222
142 105 45
142 84 65
142 118 244
142 104 286
142 136 159
142 154 11
142 6 108
142 16 236
142 165 55
142 174 321
142 158 198
179 197 141
179 120 27
179 105 155
179 63 305
179 88 38
179 172 91
179 50 229
179 83 231
179 30 199
179 175 193
132 131 329
132 96 156
132 86 123
132 26 24
132 103 338
132 21 100
132 80 111
132 49 239
132 13 304
132 140 312
132 125 123
132 28 140
198 162 345
198 139 212
198 185 51
198 135 62
198 38 1
198 171 70
41 1 159
41 33 293
41 26 284
41 103 323
41 85 97
41 50 157
41 153 234
41 115 24
170 14 210
170 111 49
170 130 3
170 176 309
170 136 52
170 152 132
170 128 38
170 193 335
170 175 193
170 3 136
170 149 168
170 158 122
76 159 302
76 91 146
76 66 170
76 71 298
76 187 5
76 143 176
76 74 343
76 83 286
76 3 318
76 100 68
76 57 62
76 123 180
76 72 352
133 70 37
133 69 71
133 17 71
133 7 139
133 24 203
133 196 135
59 33 12
59 156 174
59 32 251
59 37 304
59 37 342
59 10 276
59 136 296
59 31 39
59 4 63
59 83 253
59 47 323
74 70 123
74 189 261
74 86 302
74 69 144
74 120 98
74 25 10
74 112 244
74 38 345
74 7 258
74 24 202
74 132 170
74 168 106
74 23 120
74 138 336
74 123 204
74 188 202
74 115 118
39 45 182
39 63 190
39 10 111
39 186 33
39 7 78
39 82 358
39 136 16
39 127 91
39 57 115
39 164 235
128 121 291
128 140 110
128 165 204
128 18 339
13 159 57
13 159 172
13 96 213
13 180 192
13 22 87
13 9 320
13 187 155
13 95 107
13 104 360
13 8 44
13 8 149
13 24 94
13 144 255
13 157 304
13 123 344
13 188 169
119 126 159
119 162 312
119 88 59
119 67 282
119 146 154
119 36 160
119 16 178
119 163 289
119 94 147
119 98 14
119 123 13
119 123 352
119 72 130
117 139 15
117 105 238
117 105 266
117 121 6
117 37 13
117 87 332
117 198 215
117 77 60
168 159 7
168 33 239
168 137 182
168 49 146
168 171 41
168 134 119
168 198 47
168 19 355
168 31 244
168 4 275
168 5 46
168 98 17
168 115 243
19 75 223
19 114 6
19 199 276
19 64 83
19 167 181
19 85 97
19 106 114
19 106 199
19 52 330
19 170 113
19 74 231
19 127 210
19 57 218
90 181 290
90 68 13
90 154 27
90 89 151
90 61 106
90 143 75
90 97 320
90 132 175
90 170 119
90 140 143
90 30 29
163 162 282
163 27 176
163 177 225
163 103 179
163 167 112
163 9 42
163 154 81
163 24 244
163 20 31
163 117 16
163 19 216
163 31 207
163 94 36
163 100 306
31 75 110
31 14 161
31 22 200
31 102 209
31 143 33
31 191 86
31 132 357
31 138 80
31 55 7
140 93 347
140 122 307
140 131 270
140 184 94
140 121 340
140 99 323
140 54 160
140 155 298
140 95 20
140 7 61
140 92 343
140 133 352
140 90 295
140 73 57
140 138 328
140 149 231
140 115 312
165 156 56
165 156 274
165 178 297
165 34 227
165 173 205
165 141 139
165 52 353
165 157 293
125 2 214
125 93 210
125 86 179
125 27 95
125 166 75
125 105 104
125 84 30
125 88 101
125 21 36
125 89 351
125 134 217
125 144 23
125 59 47
125 83 33
125 60 282
125 28 317
113 70 172
113 197 7
113 2 280
113 120 169
113 32 258
113 109 58
113 10 220
113 191 300
113 134 141
113 196 129
113 18 131
107 75 52
107 75 274
107 88 109
107 190 40
107 39 86
107 19 188
107 100 96
107 194 120
195 101 73
195 33 97
195 192 323
195 121 101
195 62 347
195 180 282
195 22 230
195 95 8
195 186 268
195 186 356
195 19 291
195 55 317
29 86 180
29 146 206
29 20 262
29 52 106
29 56 251
29 142 58
29 60 165
29 60 193
94 199 4
94 67 262
94 106 111
94 6 141
94 39 50
94 183 153
94 169 170
94 3 6
94 157 132
94 188 8
94 158 202
153 162 69
153 46 283
153 86 231
153 192 267
153 91 127
153 78 147
153 121 2
153 99 213
153 17 185
153 104 180
153 104 203
153 136 360
153 163 343
153 29 111
153 94 74
153 194 30
183 197 154
183 166 26
183 25 342
183 180 333
183 187 160
183 68 98
183 148 310
183 142 114
183 168 310
183 125 148
193 1 219
193 70 120
193 131 286
193 15 348
193 180 124
193 54 266
193 54 299
193 183 74
193 174 14
193 3 28
193 188 287
4 162 290
4 26 32
4 178 73
4 121 30
4 141 39
4 12 31
4 118 131
4 59 143
4 19 120
4 163 116
4 44 352
4 55 353
83 96 195
83 124 161
83 43 268
83 14 123
83 109 282
83 111 194
83 11 70
83 8 32
83 92 122
83 152 242
83 134 103
83 29 250
83 73 207
58 99 82
58 34 91
58 136 13
58 154 215
58 152 200
58 183 256
58 5 309
174 122 351
174 120 229
174 65 113
174 21 66
174 186 234
174 82 297
174 106 285
174 134 19
174 133 62
174 100 316
47 159 350
47 78 224
47 114 148
47 10 142
47 142 110
47 58 139
47 77 68
47 57 44
47 200 292
30 86 88
30 15 39
30 103 337
30 137 284
30 102 353
30 132 182
30 115 242
196 159 9
196 43 256
196 99 85
196 109 120
196 154 210
196 170 162
196 115 23
175 147 114
175 9 143
175 154 217
175 47 228
175 60 50
110 126 325
110 70 247
110 135 139
110 84 241
110 148 258
110 134 266
110 117 175
110 58 180
110 77 307
110 149 40
60 101 35
60 189 177
60 177 331
60 129 72
60 109 310
60 112 237
60 38 339
60 155 50
60 187 198
60 102 275
60 132 88
60 117 294
23 70 89
23 197 191
23 25 247
23 15 52
23 124 36
23 42 43
23 109 14
23 12 141
23 67 107
23 102 311
23 52 50
23 5 239
23 98 124
23 188 237
18 197 352
18 135 96
18 102 358
18 188 66
169 96 289
169 192 238
169 65 92
169 108 10
169 191 281
169 132 8
169 13 302
169 117 22
169 90 337
169 29 241
44 139 326
44 129 246
44 167 5
44 19 274
44 195 74
44 195 234
44 83 79
44 58 309
127 197 189
127 86 135
127 120 140
127 160 293
127 43 268
127 54 92
127 128 151
127 29 276
127 193 76
127 149 181
3 139 295
3 192 71
3 88 64
3 118 45
3 82 288
3 106 286
3 52 212
3 41 303
3 113 243
3 113 359
3 107 342
3 195 94
3 110 117
3 157 220
100 150 56
100 39 215
100 107 270
100 29 163
100 47 174
100 44 360
100 73 217
100 188 101
73 35 113
73 26 162
73 182 211
73 121 23
73 180 197
73 81 186
73 37 120
73 108 230
73 168 267
73 163 284
73 28 140
28 162 184
28 199 170
28 161 321
28 81 38
28 102 96
28 87 145
28 16 250
28 125 75
28 107 143
138 116 254
138 53 251
138 26 255
138 78 124
138 88 145
138 37 299
138 104 273
138 146 230
138 191 262
138 74 74
138 113 50
138 195 102
138 30 151
138 175 178
5 26 335
5 40 226
5 99 100
5 16 62
5 132 271
5 51 143
5 194 8
98 189 299
98 178 84
98 192 161
98 9 180
98 186 158
98 176 15
98 125 305
98 193 278
98 149 339
157 1 257
157 35 94
157 2 202
157 122 51
157 114 188
157 145 188
157 111 215
157 68 293
157 186 148
157 82 80
157 82 353
157 176 329
157 8 35
157 117 104
157 19 311
157 140 233
157 183 292
51 197 63
51 197 114
51 151 201
51 14 46
51 54 318
51 155 16
51 11 155
51 89 86
51 150 336
51 179 67
51 117 185
51 90 231
51 47 322
51 30 165
51 60 106
51 5 127
51 57 126
51 55 171
77 197 234
77 27 267
77 106 238
77 89 225
77 143 346
77 152 258
77 56 343
77 144 206
77 36 303
77 59 185
77 165 8
77 110 358
77 164 183
77 200 69
57 131 1
57 43 309
57 111 16
57 7 334
57 102 150
57 50 351
57 61 139
57 56 47
57 13 266
57 19 160
57 113 226
57 73 36
123 69 35
123 185 267
123 148 265
123 117 132
123 29 3
123 60 143
123 23 278
123 157 268
188 101 251
188 71 107
188 81 112
188 190 14
188 41 66
188 47 36
188 30 296
188 72 127
149 96 67
149 79 306
149 114 305
149 124 201
149 34 170
149 10 36
149 171 159
194 93 249
194 46 162
194 46 292
194 75 199
194 14 20
194 161 220
194 67 73
194 146 42
194 82 325
194 56 291
194 13 235
194 188 160
194 158 82
164 126 210
164 15 263
164 65 330
164 145 302
164 52 314
164 198 143
164 29 175
164 153 114
72 126 318
72 69 216
72 27 96
72 103 241
72 54 211
72 143 89
72 132 341
72 117 207
72 174 184
72 73 116
158 116 168
158 156 351
158 139 222
158 120 165
158 43 152
158 14 302
158 12 122
158 37 11
158 6 352
158 179 164
158 76 176
158 163 88
158 123 19
55 122 105
55 124 118
55 137 205
55 130 102
55 24 319
55 19 175
55 165 80
55 73 249
115 126 168
115 53 281
115 62 158
115 161 109
115 155 7
115 198 358
115 127 123
