200 2036
90 78 37
90 191 88
90 139 324
90 132 35
90 60 334
90 111 277
90 113 303
135 149 79
135 52 61
135 34 27
135 153 169
135 48 220
135 163 272
135 187 20
96 9 170
96 53 300
96 53 304
96 32 304
96 162 78
96 102 180
96 188 8
96 111 141
96 69 238
96 163 438
96 190 263
96 128 40
161 110 39
161 97 250
161 25 62
161 78 141
161 80 379
161 145 25
161 102 209
161 48 377
161 46 343
47 36 381
47 63 58
47 116 250
47 119 95
47 84 279
47 17 69
28 142 13
28 9 262
28 156 124
28 91 25
28 116 375
28 96 98
28 49 121
28 104 38
28 88 7
28 139 134
28 56 44
28 67 160
28 51 265
28 46 260
82 103 137
82 160 401
82 38 50
82 171 161
82 164 41
82 90 23
82 90 29
82 22 208
82 27 222
82 182 443
82 172 79
82 39 374
82 18 352
83 146 406
83 16 6
83 156 252
83 182 170
83 155 322
83 15 282
62 166 407
62 158 34
62 174 417
62 50 270
62 115 231
62 83 316
62 162 434
62 41 243
62 67 90
62 57 310
62 137 314
31 103 21
31 82 387
31 147 453
31 139 343
31 170 321
31 196 459
31 46 69
31 18 234
30 169 242
30 78 371
30 175 239
30 162 361
30 85 245
30 2 154
30 51 318
49 106 322
49 165 376
49 135 416
49 41 238
49 141 135
49 93 47
49 86 57
49 196 200
49 132 86
49 12 16
49 140 173
162 142 291
162 36 233
162 164 451
162 90 174
162 49 171
162 102 334
162 127 371
162 68 301
162 179 344
162 2 171
35 144 371
35 78 38
35 195 375
35 32 266
35 115 248
35 30 145
35 193 182
35 94 101
35 105 177
198 146 325
198 166 250
198 191 347
198 161 9
198 177 76
198 127 21
198 127 249
198 29 294
198 182 414
198 170 219
198 136 357
198 180 101
198 94 212
198 138 241
177 1 157
177 61 282
177 158 308
177 156 279
177 34 330
177 102 453
177 127 84
177 85 385
177 196 67
177 179 317
177 81 30
177 81 340
177 39 371
99 135 48
99 28 350
99 49 78
99 119 159
99 139 238
99 85 252
99 155 80
99 2 390
99 117 282
99 114 146
22 59 109
22 175 211
22 96 404
22 30 295
22 180 78
22 85 90
22 132 281
22 163 188
22 57 12
102 142 47
102 160 85
102 33 37
102 63 109
102 40 259
102 162 435
102 27 157
102 73 89
102 157 454
102 199 95
102 193 117
102 60 237
102 100 304
102 168 427
102 113 60
102 189 440
102 140 219
104 4 166
104 52 273
104 118 184
104 175 231
104 95 447
104 172 264
109 7 301
109 7 411
109 50 203
109 48 14
109 85 135
109 81 243
109 17 267
109 163 201
95 52 11
95 145 35
95 194 422
95 124 314
95 83 441
95 147 23
95 42 53
127 61 219
127 160 409
127 158 81
127 20 306
127 27 37
127 193 122
127 193 253
127 182 72
127 196 52
127 190 286
127 187 340
127 121 86
127 65 320
88 33 333
88 97 306
88 171 182
88 96 119
88 119 25
88 29 152
88 193 374
88 170 33
88 11 273
88 178 10
88 168 373
88 5 434
147 1 147
147 7 295
147 91 243
147 40 42
147 37 162
147 31 147
147 95 29
147 155 148
147 187 181
147 140 249
119 53 346
119 79 245
119 174 264
119 31 226
119 29 16
119 100 118
29 103 286
29 184 334
29 156 133
29 14 219
29 90 153
29 161 3
29 177 408
29 102 397
29 136 323
29 140 394
41 151 339
41 149 331
41 133 313
41 175 176
41 44 35
41 170 53
41 85 443
41 26 171
41 77 419
41 19 16
41 12 187
27 143 259
27 104 290
27 85 405
139 112 377
139 67 105
139 180 254
139 66 39
139 81 242
139 45 89
139 45 402
68 33 385
68 167 10
68 169 112
68 171 193
68 195 132
68 75 213
68 17 331
141 87 378
141 151 304
141 25 332
141 38 382
141 173 255
141 50 186
141 118 257
141 193 256
141 48 39
141 155 459
141 19 366
141 129 271
73 148 305
73 98 228
73 63 120
73 91 190
73 91 229
73 90 419
73 22 53
73 22 221
73 41 51
73 41 117
73 153 85
73 100 241
73 39 165
73 17 306
73 123 415
73 163 162
73 18 131
71 53 348
71 131 453
71 125 453
71 20 73
71 183 412
71 115 11
71 124 167
71 47 168
71 162 175
71 95 88
71 139 219
71 141 218
71 58 60
71 179 169
71 188 397
71 12 217
71 113 416
71 137 301
101 131 60
101 125 75
101 20 157
101 175 281
101 82 131
101 177 347
101 22 287
101 81 391
101 122 4
101 163 377
101 129 26
3 106 294
3 103 113
3 4 47
3 52 26
3 145 227
3 90 56
3 49 209
3 104 132
3 109 229
3 73 183
3 153 377
3 85 429
3 196 210
3 155 103
3 155 269
3 200 266
157 146 124
157 146 178
157 146 332
157 167 352
157 176 458
157 183 125
157 43 165
157 135 200
157 83 415
157 30 125
157 35 154
157 35 350
157 99 18
157 3 255
157 93 21
157 93 379
157 181 196
157 66 185
93 165 302
93 152 380
93 118 183
93 175 66
93 147 65
93 68 329
93 193 356
93 58 422
93 120 60
93 12 334
93 65 8
199 61 202
199 33 354
199 7 71
199 91 178
199 14 149
199 191 435
199 13 209
199 13 343
199 96 23
199 101 43
199 101 276
199 120 172
199 108 7
193 103 76
193 124 151
193 30 40
193 41 210
193 136 447
193 66 287
193 94 83
193 140 413
193 200 238
182 151 50
182 149 388
182 16 171
182 41 9
182 71 152
182 60 253
182 190 391
182 65 20
153 20 137
153 156 61
153 27 257
153 136 272
153 67 320
153 26 26
153 69 75
153 5 296
181 148 23
181 87 311
181 4 398
181 151 360
181 184 368
181 74 225
181 44 22
181 37 270
181 31 374
75 107 460
75 87 273
75 79 286
75 169 389
75 174 284
75 112 226
75 34 64
75 124 131
75 177 278
75 56 137
75 122 100
75 45 106
170 53 57
170 76 442
170 118 433
170 49 213
170 102 205
170 119 353
170 139 352
170 73 437
170 101 108
170 72 328
170 138 85
170 84 278
170 11 56
170 51 24
170 12 307
86 148 438
86 151 23
86 9 232
86 160 359
86 176 148
86 171 143
86 90 181
86 68 110
86 105 55
86 111 200
86 123 346
86 113 283
86 137 121
56 144 394
56 63 344
56 34 165
56 13 293
56 13 392
56 135 245
56 35 215
56 172 446
56 55 148
58 144 403
58 70 303
58 20 87
58 91 214
58 194 125
58 90 121
58 82 253
58 62 299
58 119 264
58 179 105
58 100 444
58 122 437
58 137 106
136 1 92
136 146 15
136 145 120
136 49 155
136 73 412
136 170 11
136 132 391
172 1 60
172 106 420
172 110 350
172 28 171
172 48 345
172 69 1
172 163 286
67 146 412
67 142 414
67 74 215
67 149 225
67 158 328
67 183 440
67 40 5
67 28 448
67 82 252
67 188 235
67 111 324
67 15 147
67 187 334
67 137 119
6 160 15
6 21 98
6 175 44
6 116 260
6 90 415
6 96 340
6 119 12
6 120 212
6 178 425
6 111 215
6 69 380
6 51 21
6 121 219
48 146 446
48 20 276
48 79 365
48 80 457
48 24 35
48 64 446
48 37 132
48 147 94
48 132 321
48 54 409
180 107 333
180 4 430
180 53 453
180 176 63
180 173 272
180 62 349
180 49 445
180 35 411
180 127 263
180 101 182
180 58 425
180 26 123
180 8 73
180 69 239
180 69 326
180 154 428
180 17 168
85 1 388
85 70 426
85 150 313
85 13 446
85 161 46
85 198 36
85 193 189
85 48 156
85 155 77
85 130 372
66 160 213
66 34 80
66 164 241
66 194 52
66 102 301
66 88 354
66 48 345
66 12 420
66 140 431
196 98 420
196 174 244
196 41 350
196 120 251
196 2 369
196 123 197
55 59 26
55 169 190
55 191 100
55 68 214
55 120 276
55 42 135
55 111 227
55 140 295
55 200 402
94 185 375
94 74 359
94 80 419
94 91 22
94 14 453
94 124 164
94 141 104
94 71 215
94 153 225
94 155 211
94 11 216
94 126 15
94 39 218
94 46 459
120 110 280
120 184 444
120 36 381
120 193 32
120 86 64
120 196 262
120 55 67
120 11 192
120 129 157
120 128 300
72 107 63
72 33 250
72 32 323
72 34 242
72 95 216
72 71 237
72 140 63
155 106 314
155 160 148
155 59 334
155 59 456
155 176 167
155 43 323
155 124 192
155 62 264
155 30 164
155 199 184
155 55 414
155 94 151
155 60 182
138 166 457
138 79 181
138 183 350
138 191 43
138 43 186
138 99 189
138 75 147
138 67 399
138 122 223
138 17 195
26 112 141
26 183 418
26 175 245
26 28 373
26 62 109
26 104 97
26 101 391
26 122 233
42 1 35
42 176 403
42 25 120
42 7 314
42 173 84
42 112 209
42 164 273
42 27 17
42 193 324
42 56 32
42 58 204
42 6 327
42 2 408
42 117 85
77 28 312
77 99 263
77 101 173
77 197 443
77 130 50
77 187 90
77 5 96
77 121 16
179 1 402
179 98 239
179 156 95
179 161 166
179 188 428
179 189 23
132 1 416
132 33 147
132 52 207
132 20 429
132 191 393
132 118 377
132 40 266
132 49 28
132 198 151
132 109 408
132 41 86
132 155 366
132 179 149
132 178 347
132 123 222
132 46 429
84 20 63
84 40 51
84 41 306
84 181 154
84 46 53
197 146 183
197 61 419
197 97 434
197 25 156
197 76 360
197 34 125
197 34 342
197 24 226
197 124 406
197 119 103
197 179 341
105 176 251
105 52 162
105 80 344
105 32 180
105 124 81
105 199 25
105 153 362
105 55 128
105 72 271
105 188 228
105 60 387
105 159 88
105 154 257
105 168 162
105 134 63
105 134 347
105 18 252
105 10 166
11 144 68
11 76 356
11 13 232
11 47 130
11 119 5
11 101 165
11 153 460
11 6 325
11 178 300
11 23 149
11 113 4
188 167 250
188 16 142
188 78 69
188 83 42
188 62 106
188 49 119
188 102 15
188 84 205
188 54 428
126 1 382
126 78 94
126 78 452
126 173 292
126 44 443
126 102 349
126 56 210
126 26 430
126 10 172
60 160 263
60 74 176
60 49 268
60 162 300
60 139 268
60 197 411
60 159 64
60 89 448
60 10 213
178 148 128
178 165 409
178 59 141
178 32 11
178 138 118
81 38 65
81 80 415
81 133 251
81 195 148
81 34 115
81 27 361
81 132 115
81 178 69
81 8 316
81 69 21
81 57 159
111 107 426
111 106 255
111 52 95
111 156 104
111 199 339
111 60 54
111 122 438
100 1 136
100 107 97
100 107 318
100 16 150
100 173 394
100 118 114
100 193 357
100 56 167
100 136 458
100 126 117
100 154 2
100 123 56
100 190 272
100 128 10
15 4 370
15 142 431
15 9 428
15 52 404
15 91 12
15 164 112
15 96 192
15 28 393
15 27 46
15 3 8
15 42 107
15 84 77
15 128 360
8 148 247
8 21 443
8 198 113
8 193 435
8 138 275
8 42 385
8 46 408
159 144 95
159 50 15
159 13 358
159 90 56
159 162 88
159 99 217
159 119 320
159 101 121
159 199 248
159 55 116
159 197 413
159 140 380
69 150 411
69 7 295
69 92 396
69 175 99
69 64 322
69 62 32
69 177 194
69 139 359
69 75 86
69 94 194
69 60 452
69 108 48
69 108 153
39 176 120
39 158 338
39 79 156
39 195 423
39 40 317
39 72 321
39 132 428
39 168 440
39 114 119
2 59 58
2 195 140
2 34 136
2 96 161
2 30 388
2 88 269
2 147 369
2 85 365
2 72 443
2 89 418
2 57 49
154 1 391
154 152 36
154 191 453
154 141 162
154 153 410
154 178 15
154 39 41
154 123 16
192 21 102
192 90 228
192 135 346
192 127 74
192 105 428
192 111 236
192 159 204
192 45 159
192 121 448
89 79 322
89 92 91
89 147 455
89 93 320
89 84 226
89 130 410
89 46 90
54 107 112
54 79 290
54 30 408
54 177 300
54 71 139
54 86 38
54 6 148
54 46 92
54 186 21
122 74 320
122 118 147
122 124 20
122 62 4
122 31 276
122 71 258
122 71 363
122 71 450
122 60 86
122 5 243
122 121 101
23 79 56
23 169 239
23 49 45
23 67 102
23 180 398
23 179 185
23 159 402
168 21 31
168 191 289
168 175 338
168 49 51
168 22 129
168 109 189
168 55 212
168 126 86
19 61 451
19 59 456
19 92 161
19 162 214
19 127 385
19 197 224
19 129 213
19 45 370
17 142 1
17 131 338
17 63 443
17 14 450
17 161 192
17 69 338
17 54 170
130 1 360
130 70 427
130 166 237
130 97 207
130 158 64
130 183 2
130 90 86
130 198 354
130 101 90
130 86 354
130 56 379
130 15 148
130 69 17
130 45 319
130 108 23
51 88 114
51 75 275
51 81 403
51 19 173
51 128 102
51 117 434
123 87 413
123 110 404
123 52 410
123 20 13
123 24 290
123 47 442
123 104 4
123 139 387
123 193 409
123 10 95
163 107 77
163 166 340
163 177 183
163 127 262
163 42 304
163 178 458
163 190 84
129 106 142
129 40 82
129 64 137
129 82 375
129 177 413
129 88 110
129 101 123
129 72 17
129 179 111
129 10 382
190 142 320
190 59 9
190 16 277
190 50 81
190 164 380
190 64 192
128 50 326
128 181 174
128 136 297
128 85 64
128 138 342
128 60 304
128 159 288
128 190 225
187 97 293
187 53 322
187 131 4
187 32 327
187 50 360
187 43 401
187 198 154
187 68 259
187 182 338
187 67 53
187 72 448
187 178 320
187 178 408
187 15 302
187 51 140
12 16 422
12 145 428
12 96 419
12 47 128
12 153 251
12 6 101
12 122 406
12 19 119
12 129 257
12 189 150
5 107 267
5 53 251
5 143 269
5 164 173
5 49 379
5 104 412
5 182 200
5 77 188
5 105 78
5 8 215
5 23 431
5 168 25
5 168 253
5 51 211
5 163 256
5 114 434
117 142 112
117 165 220
117 185 240
117 32 86
117 115 436
117 86 330
117 89 362
117 134 357
45 76 243
45 78 11
45 31 33
45 147 19
45 181 427
45 72 305
45 190 172
113 106 150
113 167 159
113 149 265
113 36 130
113 7 431
113 96 218
113 30 413
113 102 302
113 193 153
113 153 336
113 163 221
108 16 19
108 98 325
108 164 396
108 116 328
108 196 35
108 45 79
46 70 355
46 173 331
46 198 130
46 105 320
46 128 26
46 187 398
46 137 411
46 137 449
134 106 298
134 184 96
134 76 97
134 194 207
134 95 248
134 193 263
134 179 53
134 122 262
134 117 453
134 114 393
121 166 456
121 143 124
121 194 198
121 109 101
121 120 175
121 77 325
121 11 122
121 39 240
121 140 44
18 151 253
18 131 85
18 25 159
18 174 409
18 145 157
18 83 8
18 30 284
18 102 443
18 27 182
18 85 35
65 70 284
65 78 210
65 118 242
65 83 310
65 198 388
65 179 349
65 178 434
65 159 358
65 192 71
189 110 443
189 125 400
189 90 349
189 41 349
189 73 50
189 101 408
189 153 173
189 178 135
189 159 287
189 23 215
189 19 232
189 123 5
189 128 267
189 57 185
140 52 174
140 112 96
140 118 178
140 49 434
140 162 385
140 93 272
140 42 219
140 15 374
140 159 270
140 39 370
140 168 287
140 190 207
10 15 270
10 168 232
57 160 82
57 125 257
57 176 337
57 20 425
57 63 364
57 118 453
57 175 156
57 35 271
57 198 426
57 41 290
57 139 376
57 3 387
57 181 142
57 155 85
57 100 447
57 154 286
57 65 275
57 189 76
186 7 460
186 80 34
186 24 112
186 13 424
186 35 323
186 88 96
186 141 217
186 105 455
186 89 309
137 16 245
137 133 140
137 34 441
137 28 186
137 147 190
137 141 277
137 3 76
137 155 280
137 122 429
137 130 370
137 12 45
114 87 348
114 70 362
114 53 387
114 152 438
114 175 128
114 101 354
114 66 135
114 132 250
114 123 436
114 46 434
114 189 218
114 10 157
