90002 150000
61963 80120 1
80120 35770 1
35770 72525 1
72525 53556 1
53556 39476 1
39476 8089 1
8089 12623 1
12623 39254 1
39254 51261 1
51261 12208 1
12208 46030 1
46030 38058 1
38058 54672 1
54672 58083 1
58083 20261 1
20261 58672 1
58672 57149 1
57149 68261 1
68261 70892 1
70892 63181 1
63181 33247 1
33247 76674 1
76674 88948 1
88948 45391 1
45391 78782 1
78782 24096 1
24096 55250 1
55250 38669 1
38669 69931 1
69931 72380 1
72380 34308 1
34308 26604 1
26604 78686 1
78686 52427 1
52427 23988 1
23988 86659 1
86659 6738 1
6738 74311 1
74311 44991 1
44991 40980 1
40980 31079 1
31079 85155 1
85155 50448 1
50448 81772 1
81772 12946 1
12946 86717 1
86717 66470 1
66470 73993 1
73993 68534 1
68534 10311 1
10311 6335 1
6335 54350 1
54350 89957 1
89957 54477 1
54477 8914 1
8914 21743 1
21743 244 1
244 59727 1
59727 55304 1
55304 25224 1
25224 59469 1
59469 61456 1
61456 6231 1
6231 84274 1
84274 1248 1
1248 13833 1
13833 67375 1
67375 33737 1
33737 36012 1
36012 58706 1
58706 69313 1
69313 19218 1
19218 64793 1
64793 58341 1
58341 16677 1
16677 4008 1
4008 61064 1
61064 83408 1
83408 77570 1
77570 86671 1
86671 37249 1
37249 56548 1
56548 68050 1
68050 43940 1
43940 26862 1
26862 7717 1
7717 77433 1
77433 19995 1
19995 43426 1
43426 20369 1
20369 30859 1
30859 60338 1
60338 59938 1
59938 8742 1
8742 16404 1
16404 26053 1
26053 30501 1
30501 27909 1
27909 79266 1
79266 28872 1
28872 71567 1
71567 26744 1
26744 61517 1
61517 11055 1
11055 33390 1
33390 65826 1
65826 9429 1
9429 30126 1
30126 84776 1
84776 22487 1
22487 21139 1
21139 9896 1
9896 84308 1
84308 19665 1
19665 63914 1
63914 612 1
612 81286 1
81286 30190 1
30190 55112 1
55112 79005 1
79005 46502 1
46502 57982 1
57982 40986 1
40986 34940 1
34940 65350 1
65350 17295 1
17295 66609 1
66609 42092 1
42092 46805 1
46805 49220 1
49220 65702 1
65702 29377 1
29377 64179 1
64179 59151 1
59151 52062 1
52062 66893 1
66893 18082 1
18082 53921 1
53921 52773 1
52773 34161 1
34161 59558 1
59558 71941 1
71941 68715 1
68715 25273 1
25273 76853 1
76853 50215 1
50215 74837 1
74837 53787 1
53787 64218 1
64218 12572 1
12572 45077 1
45077 50400 1
50400 26304 1
26304 76396 1
76396 25411 1
25411 34446 1
34446 40549 1
40549 39067 1
39067 19696 1
19696 36823 1
36823 14376 1
14376 59014 1
59014 30555 1
30555 78089 1
78089 10122 1
10122 13174 1
13174 7168 1
7168 80998 1
80998 65701 1
65701 59527 1
59527 68779 1
68779 30654 1
30654 9273 1
9273 13596 1
13596 61125 1
61125 46037 1
46037 85984 1
85984 82148 1
82148 34767 1
34767 84477 1
84477 69441 1
69441 78924 1
78924 32437 1
32437 89427 1
89427 62101 1
62101 14858 1
14858 10574 1
10574 1109 1
1109 19007 1
19007 46804 1
46804 68956 1
68956 608 1
608 85536 1
85536 75560 1
75560 40942 1
40942 82429 1
82429 27623 1
27623 71224 1
71224 31680 1
31680 43350 1
43350 70387 1
70387 78781 1
78781 39461 1
39461 63322 1
63322 80510 1
80510 17002 1
17002 39942 1
39942 73716 1
73716 46889 1
46889 32532 1
32532 32555 1
32555 10082 1
10082 52986 1
52986 59704 1
59704 17620 1
17620 10141 1
10141 17253 1
17253 23699 1
23699 89736 1
89736 31971 1
31971 80536 1
80536 60486 1
60486 79784 1
79784 7437 1
7437 36855 1
36855 52668 1
52668 56390 1
56390 82292 1
82292 17437 1
17437 37613 1
37613 89731 1
89731 20647 1
20647 75247 1
75247 60575 1
60575 44503 1
44503 34013 1
34013 66927 1
66927 23551 1
23551 3048 1
3048 57266 1
57266 16204 1
16204 69421 1
69421 86665 1
86665 9773 1
9773 46128 1
46128 73271 1
73271 17012 1
17012 4876 1
4876 7019 1
7019 17550 1
17550 60183 1
60183 21753 1
21753 43170 1
43170 11359 1
11359 17875 1
17875 5819 1
5819 73586 1
73586 35790 1
35790 27908 1
27908 51446 1
51446 20049 1
20049 55701 1
55701 13915 1
13915 64615 1
64615 16842 1
16842 47318 1
47318 51534 1
51534 1848 1
1848 56871 1
56871 25066 1
25066 40047 1
40047 80529 1
80529 72739 1
72739 76684 1
76684 51478 1
51478 37088 1
37088 13534 1
13534 43520 1
43520 51423 1
51423 5867 1
5867 70618 1
70618 82609 1
82609 42829 1
42829 86642 1
86642 42532 1
42532 58744 1
58744 37005 1
37005 78479 1
78479 49007 1
49007 89794 1
89794 85218 1
85218 39801 1
39801 23477 1
23477 36321 1
36321 68094 1
68094 37086 1
37086 7521 1
7521 84124 1
84124 71654 1
71654 66725 1
66725 47821 1
47821 15960 1
15960 41902 1
41902 81024 1
81024 55505 1
55505 10954 1
10954 69055 1
69055 52863 1
52863 70049 1
70049 25796 1
25796 4944 1
4944 45464 1
45464 43161 1
43161 11527 1
11527 33573 1
33573 64774 1
64774 24016 1
24016 74491 1
74491 15311 1
15311 48523 1
48523 729 1
729 6581 1
6581 71453 1
71453 11432 1
11432 26724 1
26724 42785 1
42785 77020 1
77020 60809 1
60809 31797 1
31797 6191 1
6191 7194 1
7194 49516 1
49516 41930 1
41930 38595 1
38595 85892 1
85892 80765 1
80765 39405 1
39405 26362 1
26362 1443 1
1443 89352 1
89352 42298 1
42298 83455 1
83455 19256 1
19256 66162 1
66162 36191 1
36191 59212 1
59212 1028 1
1028 13479 1
13479 82973 1
82973 19303 1
19303 18065 1
18065 35208 1
35208 63392 1
63392 36740 1
36740 77372 1
77372 83735 1
83735 81676 1
81676 45186 1
45186 43556 1
43556 4839 1
4839 80523 1
80523 16338 1
16338 19005 1
19005 70682 1
70682 19991 1
19991 66081 1
66081 56014 1
56014 34263 1
34263 31163 1
31163 84523 1
84523 4181 1
4181 15485 1
15485 5608 1
5608 57857 1
57857 80143 1
80143 49051 1
49051 4652 1
4652 28573 1
28573 35711 1
35711 14352 1
14352 19466 1
19466 74716 1
74716 26981 1
26981 7692 1
7692 42758 1
42758 78375 1
78375 28398 1
28398 24131 1
24131 16079 1
16079 82881 1
82881 55563 1
55563 46266 1
46266 32985 1
32985 1609 1
1609 41197 1
41197 3165 1
3165 23868 1
23868 17821 1
17821 66668 1
66668 59703 1
59703 25745 1
25745 35669 1
35669 5656 1
5656 85484 1
85484 62440 1
62440 7020 1
7020 17304 1
17304 11882 1
11882 22010 1
22010 67135 1
67135 60105 1
60105 84364 1
84364 89237 1
89237 30106 1
30106 38943 1
38943 4269 1
4269 3920 1
3920 43562 1
43562 6437 1
6437 89451 1
89451 15060 1
15060 50634 1
50634 88800 1
88800 15762 1
15762 19730 1
19730 51421 1
51421 17630 1
17630 8537 1
8537 54385 1
54385 40748 1
40748 87288 1
87288 10206 1
10206 82812 1
82812 81886 1
81886 61114 1
61114 74440 1
74440 14923 1
14923 69240 1
69240 49613 1
49613 80756 1
80756 37221 1
37221 83105 1
83105 66562 1
66562 19972 1
19972 43896 1
43896 59747 1
59747 88266 1
88266 55393 1
55393 38247 1
38247 6307 1
6307 55872 1
55872 68520 1
68520 31090 1
31090 26097 1
26097 58687 1
58687 25150 1
25150 45901 1
45901 87311 1
87311 42120 1
42120 2500 1
2500 62770 1
62770 88010 1
88010 32800 1
32800 8502 1
8502 66226 1
66226 66652 1
66652 26108 1
26108 64159 1
64159 39745 1
39745 67948 1
67948 78998 1
78998 42941 1
42941 29242 1
29242 80471 1
80471 33485 1
33485 1438 1
1438 35028 1
35028 21239 1
21239 10257 1
10257 40200 1
40200 20346 1
20346 41342 1
41342 3501 1
3501 19263 1
19263 2593 1
2593 6220 1
6220 24938 1
24938 47992 1
47992 4790 1
4790 50710 1
50710 42754 1
42754 87910 1
87910 27448 1
27448 46610 1
46610 77100 1
77100 26873 1
26873 50681 1
50681 63645 1
63645 37204 1
37204 1340 1
1340 45852 1
45852 43915 1
43915 3727 1
3727 12677 1
12677 9123 1
9123 48026 1
48026 60722 1
60722 70505 1
70505 51768 1
51768 84558 1
84558 68710 1
68710 73613 1
73613 2218 1
2218 26714 1
26714 73150 1
73150 40249 1
40249 12578 1
12578 74360 1
74360 22035 1
22035 32381 1
32381 73208 1
73208 89930 1
89930 4742 1
4742 58648 1
58648 69069 1
69069 25608 1
25608 45723 1
45723 53365 1
53365 34581 1
34581 37451 1
37451 87352 1
87352 44254 1
44254 15167 1
15167 43017 1
43017 26522 1
26522 11417 1
11417 59492 1
59492 45580 1
45580 54575 1
54575 30721 1
30721 79761 1
79761 57250 1
57250 500 1
500 49166 1
49166 30866 1
30866 30500 1
30500 59295 1
59295 78396 1
78396 74481 1
74481 31477 1
31477 15892 1
15892 59126 1
59126 16122 1
16122 65503 1
65503 28489 1
28489 76051 1
76051 54976 1
54976 75893 1
75893 20002 1
20002 478 1
478 71613 1
71613 6648 1
6648 46271 1
46271 72790 1
72790 67376 1
67376 35357 1
35357 44452 1
44452 64566 1
64566 72707 1
72707 64779 1
64779 75203 1
75203 32262 1
32262 84979 1
84979 82743 1
82743 26922 1
26922 65665 1
65665 88959 1
88959 20453 1
20453 51487 1
51487 63086 1
63086 87965 1
87965 28798 1
28798 15352 1
15352 57506 1
57506 48520 1
48520 47433 1
47433 87609 1
87609 88543 1
88543 31717 1
31717 8159 1
8159 14808 1
14808 66416 1
66416 81051 1
81051 53129 1
53129 37643 1
37643 61247 1
61247 34062 1
34062 36032 1
36032 37577 1
37577 37755 1
37755 29280 1
29280 5956 1
5956 8368 1
8368 18393 1
18393 28428 1
28428 16858 1
16858 54125 1
54125 5905 1
5905 47842 1
47842 72141 1
72141 82423 1
82423 15178 1
15178 3633 1
3633 61348 1
61348 55868 1
55868 1428 1
1428 60668 1
60668 31953 1
31953 14921 1
14921 22316 1
22316 36217 1
36217 54072 1
54072 25447 1
25447 68516 1
68516 26889 1
26889 46908 1
46908 37233 1
37233 51394 1
51394 85878 1
85878 7666 1
7666 76248 1
76248 12218 1
12218 67656 1
67656 23575 1
23575 809 1
809 68167 1
68167 73518 1
73518 35795 1
35795 47503 1
47503 55538 1
55538 12856 1
12856 11707 1
11707 14447 1
14447 86876 1
86876 41388 1
41388 71938 1
71938 65643 1
65643 12350 1
12350 39765 1
39765 78390 1
78390 21108 1
21108 4256 1
4256 68345 1
68345 47824 1
47824 1453 1
1453 54947 1
54947 85790 1
85790 46917 1
46917 73955 1
73955 55791 1
55791 61098 1
61098 29015 1
29015 40842 1
40842 65484 1
65484 30840 1
30840 47542 1
47542 1874 1
1874 63299 1
63299 44412 1
44412 34278 1
34278 74260 1
74260 46481 1
46481 87530 1
87530 14565 1
14565 67479 1
67479 37773 1
37773 3282 1
3282 19710 1
19710 48891 1
48891 23252 1
23252 52280 1
52280 43850 1
43850 27461 1
27461 10066 1
10066 29893 1
29893 41485 1
41485 58970 1
58970 21950 1
21950 37824 1
37824 60473 1
60473 82728 1
82728 4755 1
4755 57973 1
57973 39306 1
39306 58503 1
58503 20908 1
20908 55038 1
55038 4735 1
4735 79134 1
79134 65315 1
65315 22094 1
22094 67342 1
67342 36812 1
36812 86955 1
86955 68151 1
68151 78289 1
78289 81222 1
81222 88073 1
88073 51965 1
51965 45566 1
45566 69973 1
69973 82196 1
82196 38037 1
38037 83585 1
83585 7942 1
7942 28427 1
28427 4526 1
4526 80330 1
80330 51218 1
51218 64556 1
64556 17554 1
17554 31424 1
31424 6246 1
6246 42912 1
42912 69439 1
69439 10362 1
10362 17047 1
17047 9684 1
9684 12816 1
12816 55808 1
55808 9714 1
9714 85668 1
85668 84642 1
84642 6550 1
6550 21630 1
21630 57443 1
57443 33825 1
33825 44007 1
44007 34190 1
34190 69458 1
69458 64157 1
64157 27423 1
27423 89710 1
89710 80832 1
80832 1076 1
1076 59977 1
59977 80834 1
80834 19262 1
19262 86589 1
86589 42132 1
42132 75410 1
75410 47547 1
47547 62309 1
62309 1801 1
1801 85461 1
85461 30187 1
30187 58692 1
58692 83843 1
83843 11465 1
11465 82086 1
82086 4041 1
4041 35023 1
35023 26009 1
26009 24617 1
24617 37676 1
37676 83407 1
83407 23925 1
23925 11961 1
11961 17448 1
17448 15392 1
15392 64503 1
64503 84240 1
84240 81364 1
81364 49934 1
49934 20799 1
20799 80313 1
80313 11120 1
11120 46915 1
46915 56201 1
56201 73317 1
73317 86 1
86 75411 1
75411 28515 1
28515 23180 1
23180 8085 1
8085 8788 1
8788 56380 1
56380 64600 1
64600 47494 1
47494 88988 1
88988 49902 1
49902 32552 1
32552 83320 1
83320 52739 1
52739 15870 1
15870 16621 1
16621 34079 1
34079 20322 1
20322 71469 1
71469 14530 1
14530 83318 1
83318 12805 1
12805 78295 1
78295 43067 1
43067 73348 1
73348 38875 1
38875 7012 1
7012 84896 1
84896 17337 1
17337 14612 1
14612 75480 1
75480 20566 1
20566 80149 1
80149 31825 1
31825 83763 1
83763 15442 1
15442 18716 1
18716 12385 1
12385 52487 1
52487 57060 1
57060 21187 1
21187 13753 1
13753 57265 1
57265 69569 1
69569 26991 1
26991 38336 1
38336 14347 1
14347 37416 1
37416 32339 1
32339 18096 1
18096 57140 1
57140 33832 1
33832 57765 1
57765 948 1
948 70592 1
70592 43366 1
43366 37279 1
37279 13477 1
13477 33955 1
33955 9210 1
9210 19249 1
19249 39881 1
39881 18258 1
18258 80814 1
80814 41645 1
41645 16582 1
16582 81808 1
81808 1678 1
1678 2045 1
2045 45916 1
45916 30729 1
30729 20394 1
20394 52481 1
52481 79485 1
79485 37540 1
37540 55711 1
55711 34064 1
34064 15382 1
15382 33673 1
33673 53241 1
53241 55804 1
55804 54233 1
54233 84312 1
84312 83607 1
83607 74361 1
74361 30591 1
30591 69775 1
69775 52199 1
52199 68526 1
68526 82373 1
82373 41651 1
41651 30339 1
30339 66948 1
66948 64302 1
64302 42010 1
42010 48850 1
48850 53292 1
53292 87605 1
87605 38458 1
38458 40139 1
40139 51533 1
51533 19274 1
19274 43112 1
43112 48428 1
48428 66753 1
66753 80581 1
80581 48548 1
48548 84341 1
84341 16152 1
16152 14571 1
14571 10596 1
10596 18937 1
18937 89789 1
89789 73133 1
73133 84512 1
84512 86456 1
86456 80320 1
80320 78180 1
78180 65571 1
65571 89402 1
89402 58418 1
58418 88483 1
88483 6944 1
6944 74263 1
74263 26528 1
26528 35688 1
35688 84671 1
84671 35304 1
35304 19558 1
19558 65241 1
65241 55046 1
55046 51608 1
51608 85277 1
85277 52143 1
52143 18665 1
18665 7913 1
7913 67571 1
67571 70320 1
70320 38314 1
38314 13724 1
13724 36669 1
36669 28775 1
28775 40902 1
40902 78906 1
78906 11002 1
11002 10897 1
10897 48698 1
48698 85779 1
85779 20511 1
20511 27706 1
27706 85518 1
85518 36975 1
36975 13149 1
13149 47214 1
47214 583 1
583 28556 1
28556 45720 1
45720 35052 1
35052 86568 1
86568 28197 1
28197 19507 1
19507 11182 1
11182 71008 1
71008 15562 1
15562 37112 1
37112 39449 1
39449 55087 1
55087 40413 1
40413 32427 1
32427 58544 1
58544 6895 1
6895 82277 1
82277 86851 1
86851 81136 1
81136 58844 1
58844 31672 1
31672 13689 1
13689 56057 1
56057 2066 1
2066 37139 1
37139 7619 1
7619 50868 1
50868 86634 1
86634 61059 1
61059 15743 1
15743 77455 1
77455 15904 1
15904 25915 1
25915 86760 1
86760 38642 1
38642 76215 1
76215 22850 1
22850 56020 1
56020 60585 1
60585 77073 1
77073 70594 1
70594 88982 1
88982 33904 1
33904 69432 1
69432 8589 1
8589 15653 1
15653 6587 1
6587 10085 1
10085 21463 1
21463 45923 1
45923 50869 1
50869 26056 1
26056 13586 1
13586 23292 1
23292 10737 1
10737 31968 1
31968 73282 1
73282 54023 1
54023 36496 1
36496 41961 1
41961 45294 1
45294 33733 1
33733 89041 1
89041 52755 1
52755 1821 1
1821 85498 1
85498 8720 1
8720 89423 1
89423 83233 1
83233 67745 1
67745 87954 1
87954 89118 1
89118 26511 1
26511 29030 1
29030 33489 1
33489 46613 1
46613 79232 1
79232 31585 1
31585 89287 1
89287 42164 1
42164 12597 1
12597 49567 1
49567 44792 1
44792 25264 1
25264 87397 1
87397 89833 1
89833 43673 1
43673 68825 1
68825 79077 1
79077 50182 1
50182 86277 1
86277 64636 1
64636 19714 1
19714 51130 1
51130 38311 1
38311 13960 1
13960 59576 1
59576 38896 1
38896 28190 1
28190 69582 1
69582 24355 1
24355 51683 1
51683 47295 1
47295 73457 1
73457 2933 1
2933 18075 1
18075 78037 1
78037 65583 1
65583 81741 1
81741 31824 1
31824 82633 1
82633 81016 1
81016 11654 1
11654 64396 1
64396 73099 1
73099 84426 1
84426 23548 1
23548 15254 1
15254 76169 1
76169 2263 1
2263 42229 1
42229 17063 1
17063 70221 1
70221 78758 1
78758 41176 1
41176 23077 1
23077 12214 1
12214 13367 1
13367 82499 1
82499 7017 1
7017 7479 1
7479 79682 1
79682 15901 1
15901 75846 1
75846 9404 1
9404 63011 1
63011 39378 1
39378 81393 1
81393 49384 1
49384 89722 1
89722 37007 1
37007 82305 1
82305 45978 1
45978 82523 1
82523 10156 1
10156 9292 1
9292 81454 1
81454 36898 1
36898 53391 1
53391 85951 1
85951 58880 1
58880 53784 1
53784 71427 1
71427 4832 1
4832 33246 1
33246 57618 1
57618 79535 1
79535 85079 1
85079 1064 1
1064 76221 1
76221 56809 1
56809 41369 1
41369 69365 1
69365 14083 1
14083 53412 1
53412 36600 1
36600 66413 1
66413 81395 1
81395 8438 1
8438 17943 1
17943 70926 1
70926 7033 1
7033 27067 1
27067 62565 1
62565 7071 1
7071 17544 1
17544 40373 1
40373 55206 1
55206 52622 1
52622 45824 1
45824 76001 1
76001 32793 1
32793 10371 1
10371 52258 1
52258 35012 1
35012 2506 1
2506 25310 1
25310 46877 1
46877 39998 1
39998 71985 1
71985 75016 1
75016 34475 1
34475 74822 1
74822 30279 1
30279 7787 1
7787 66822 1
66822 5260 1
5260 15683 1
15683 21725 1
21725 32891 1
32891 76673 1
76673 32513 1
32513 21551 1
21551 16317 1
16317 52245 1
52245 50115 1
50115 21351 1
21351 85723 1
85723 61354 1
61354 56988 1
56988 17953 1
17953 88774 1
88774 79995 1
79995 60328 1
60328 32315 1
32315 702 1
702 12844 1
12844 88527 1
88527 25974 1
25974 63787 1
63787 84706 1
84706 77250 1
77250 39819 1
39819 78042 1
78042 13942 1
13942 43788 1
43788 20069 1
20069 25751 1
25751 32336 1
32336 71083 1
71083 43467 1
43467 28481 1
28481 81398 1
81398 46058 1
46058 10662 1
10662 14543 1
14543 21157 1
21157 40737 1
40737 12548 1
12548 39859 1
39859 59414 1
59414 25303 1
25303 87143 1
87143 49728 1
49728 83666 1
83666 70254 1
70254 57244 1
57244 14379 1
14379 81579 1
81579 10736 1
10736 19627 1
19627 55984 1
55984 44514 1
44514 88011 1
88011 35861 1
35861 61697 1
61697 88344 1
88344 34490 1
34490 13497 1
13497 20924 1
20924 18458 1
18458 42946 1
42946 1818 1
1818 29698 1
29698 21533 1
21533 40537 1
40537 54506 1
54506 75907 1
75907 65442 1
65442 39175 1
39175 70723 1
70723 88754 1
88754 20640 1
20640 81317 1
81317 7628 1
7628 6605 1
6605 15015 1
15015 30366 1
30366 85029 1
85029 8316 1
8316 61257 1
61257 66921 1
66921 29710 1
29710 74355 1
74355 35927 1
35927 73607 1
73607 55204 1
55204 126 1
126 15595 1
15595 78415 1
78415 39790 1
39790 29690 1
29690 34267 1
34267 53961 1
53961 35672 1
35672 1040 1
1040 4791 1
4791 69859 1
69859 46512 1
46512 32131 1
32131 72158 1
72158 88460 1
88460 25364 1
25364 79689 1
79689 63419 1
63419 39954 1
39954 56287 1
56287 2427 1
2427 50321 1
50321 46624 1
46624 5845 1
5845 21893 1
21893 73687 1
73687 7645 1
7645 82386 1
82386 40246 1
40246 12422 1
12422 25231 1
25231 54315 1
54315 49196 1
49196 25986 1
25986 12025 1
12025 37761 1
37761 4810 1
4810 85294 1
85294 84158 1
84158 41823 1
41823 268 1
268 80214 1
80214 80288 1
80288 23977 1
23977 15726 1
15726 57568 1
57568 54990 1
54990 65300 1
65300 56243 1
56243 47814 1
47814 87992 1
87992 32945 1
32945 14413 1
14413 9779 1
9779 89631 1
89631 19009 1
19009 78864 1
78864 67567 1
67567 52162 1
52162 36608 1
36608 56315 1
56315 47654 1
47654 49515 1
49515 3957 1
3957 30725 1
30725 56384 1
56384 26637 1
26637 52849 1
52849 1391 1
1391 69961 1
69961 30697 1
30697 49498 1
49498 3103 1
3103 6912 1
6912 37929 1
37929 56355 1
56355 83473 1
83473 79243 1
79243 31544 1
31544 11905 1
11905 7510 1
7510 47068 1
47068 69822 1
69822 51754 1
51754 82744 1
82744 49512 1
49512 48680 1
48680 16358 1
16358 75683 1
75683 49908 1
49908 64445 1
64445 13765 1
13765 6119 1
6119 23317 1
23317 13030 1
13030 55439 1
55439 16696 1
16696 61216 1
61216 59670 1
59670 9573 1
9573 76220 1
76220 77415 1
77415 57168 1
57168 84860 1
84860 52407 1
52407 80629 1
80629 1116 1
1116 63398 1
63398 10647 1
10647 39026 1
39026 7151 1
7151 83080 1
83080 46337 1
46337 76538 1
76538 62390 1
62390 61340 1
61340 76733 1
76733 16273 1
16273 8831 1
8831 47081 1
47081 49061 1
49061 14220 1
14220 80774 1
80774 12519 1
12519 19084 1
19084 74077 1
74077 15203 1
15203 38255 1
38255 8218 1
8218 66332 1
66332 76855 1
76855 51153 1
51153 83165 1
83165 74108 1
74108 3714 1
3714 8608 1
8608 86445 1
86445 4029 1
4029 46211 1
46211 48364 1
48364 5932 1
5932 85749 1
85749 63085 1
63085 69666 1
69666 38520 1
38520 62897 1
62897 64732 1
64732 50729 1
50729 68494 1
68494 88116 1
88116 50709 1
50709 53517 1
53517 40845 1
40845 41661 1
41661 80270 1
80270 86147 1
86147 5856 1
5856 36402 1
36402 78559 1
78559 40245 1
40245 4534 1
4534 44521 1
44521 74667 1
74667 52401 1
52401 53196 1
53196 37860 1
37860 62200 1
62200 13601 1
13601 58960 1
58960 6742 1
6742 28635 1
28635 43546 1
43546 650 1
650 12480 1
12480 11898 1
11898 40391 1
40391 13894 1
13894 86522 1
86522 72741 1
72741 26944 1
26944 86288 1
86288 69912 1
69912 39097 1
39097 2356 1
2356 68405 1
68405 10784 1
10784 76066 1
76066 32867 1
32867 35093 1
35093 70915 1
70915 45840 1
45840 45690 1
45690 44782 1
44782 85100 1
85100 21889 1
21889 61717 1
61717 6726 1
6726 85591 1
85591 28633 1
28633 36932 1
36932 69929 1
69929 62674 1
62674 85566 1
85566 18081 1
18081 52940 1
52940 37268 1
37268 24670 1
24670 46404 1
46404 46184 1
46184 13835 1
13835 32395 1
32395 53348 1
53348 15420 1
15420 86417 1
86417 28660 1
28660 16716 1
16716 13218 1
13218 60450 1
60450 3162 1
3162 61891 1
61891 60590 1
60590 3208 1
3208 83543 1
83543 86967 1
86967 21456 1
21456 72073 1
72073 39490 1
39490 42031 1
42031 15446 1
15446 54181 1
54181 12372 1
12372 40538 1
40538 63536 1
63536 19355 1
19355 31784 1
31784 1201 1
1201 4283 1
4283 39603 1
39603 80891 1
80891 35937 1
35937 36297 1
36297 44995 1
44995 12648 1
12648 21455 1
21455 82884 1
82884 49594 1
49594 55128 1
55128 25695 1
25695 86348 1
86348 82597 1
82597 21421 1
21421 63885 1
63885 49381 1
49381 76347 1
76347 67806 1
67806 37021 1
37021 16956 1
16956 36572 1
36572 78194 1
78194 67206 1
67206 72477 1
72477 26332 1
26332 61163 1
61163 78776 1
78776 39364 1
39364 71118 1
71118 17259 1
17259 55380 1
55380 73410 1
73410 59131 1
59131 53299 1
53299 54138 1
54138 43953 1
43953 81840 1
81840 27903 1
27903 4795 1
4795 39961 1
39961 53761 1
53761 14703 1
14703 66565 1
66565 64939 1
64939 51171 1
51171 38790 1
38790 88327 1
88327 55429 1
55429 49564 1
49564 46863 1
46863 22332 1
22332 32785 1
32785 46509 1
46509 62023 1
62023 57112 1
57112 30330 1
30330 70544 1
70544 38407 1
38407 79126 1
79126 56246 1
56246 65768 1
65768 21740 1
21740 33 1
33 45811 1
45811 45371 1
45371 2345 1
2345 61308 1
61308 81267 1
81267 4142 1
4142 21550 1
21550 22008 1
22008 36333 1
36333 3696 1
3696 14860 1
14860 55643 1
