200 2046
153 120 518
153 73 187
153 128 191
157 66 4
157 100 186
157 164 280
157 135 117
157 59 88
157 60 341
157 54 99
157 68 310
157 85 2
130 152 120
130 198 172
130 191 405
130 7 143
130 174 329
130 13 328
130 151 378
130 28 141
130 28 402
70 10 405
70 26 243
70 26 338
70 111 288
70 118 101
70 160 139
70 150 395
70 134 145
70 73 71
70 34 146
70 185 45
111 41 309
111 102 72
111 144 276
111 158 233
111 117 359
111 161 232
111 199 319
111 148 558
159 109 218
159 189 255
159 153 235
159 199 93
159 90 34
159 9 351
159 14 445
159 107 115
159 71 362
159 6 94
159 82 48
159 64 401
159 13 290
159 160 436
159 120 218
159 148 52
159 187 252
146 91 67
146 104 501
146 167 400
146 100 527
146 135 145
146 89 455
146 86 463
146 192 114
146 54 301
146 29 148
146 25 163
108 109 331
108 189 114
108 130 457
108 57 162
108 120 75
108 179 50
108 179 381
108 25 374
108 28 78
108 85 130
58 33 322
58 169 379
58 26 515
58 196 428
58 7 307
58 136 205
58 103 275
58 124 517
161 72 238
161 155 200
161 41 432
161 58 209
161 77 63
161 127 405
161 150 54
161 173 30
161 115 485
199 178 402
199 30 432
199 138 242
199 126 342
199 144 200
199 60 87
199 45 57
199 7 129
199 7 269
199 62 337
199 69 499
199 73 344
199 163 493
199 173 313
141 167 481
141 198 339
141 41 1
141 122 226
141 158 491
141 71 75
141 24 262
141 116 83
141 101 541
141 194 180
16 138 450
16 191 392
16 21 550
16 80 160
16 56 509
16 18 174
16 14 511
16 84 241
16 182 232
93 12 206
93 114 292
93 40 336
93 43 279
93 171 495
193 164 434
193 8 91
193 21 560
193 16 270
193 177 419
193 87 202
45 99 541
45 126 162
45 133 531
45 80 155
45 141 218
45 141 357
45 42 271
45 84 220
45 118 426
45 134 232
45 181 345
45 195 417
45 125 181
45 185 288
147 30 181
147 66 198
147 66 329
147 114 520
147 146 446
147 5 251
147 61 122
147 192 303
147 88 307
147 125 495
95 35 343
95 80 246
95 17 527
95 144 340
95 107 552
95 39 438
95 37 508
95 150 48
95 121 488
95 47 189
31 72 286
31 4 328
31 94 312
31 184 436
31 93 274
31 136 125
31 116 225
31 61 558
31 37 271
31 185 81
31 124 122
56 126 122
56 97 24
56 131 419
56 26 228
56 18 245
56 107 16
56 51 521
56 182 176
18 109 347
18 189 145
18 102 289
18 8 548
18 191 525
18 111 268
18 45 420
18 107 401
18 143 289
18 134 560
18 179 489
18 73 116
15 12 156
15 138 183
15 176 241
15 17 445
15 75 537
15 54 228
15 121 159
75 11 472
75 8 217
75 21 373
75 80 480
75 170 418
75 108 465
75 58 123
75 45 66
75 22 233
75 71 93
75 151 491
75 195 528
75 81 388
90 114 176
90 198 328
90 19 16
90 44 243
90 117 112
90 9 199
90 74 268
90 172 296
90 195 440
90 123 197
42 100 446
42 21 113
42 183 379
42 117 368
42 18 208
42 15 87
42 75 45
42 136 305
42 71 105
42 71 467
42 174 328
42 156 120
42 156 313
42 74 477
42 2 118
42 52 270
32 109 41
32 176 8
32 20 554
32 76 559
32 136 134
32 165 314
32 172 150
9 33 421
9 17 554
9 36 535
9 70 136
9 108 253
9 161 474
9 14 298
9 107 428
9 103 32
9 63 108
9 116 241
9 86 128
9 160 302
9 148 468
9 173 153
22 139 71
22 36 123
22 84 100
22 127 386
22 116 330
22 13 360
22 134 383
22 85 49
14 1 499
14 126 365
14 117 18
14 58 411
14 193 416
14 7 514
14 29 532
14 68 238
14 34 189
14 195 358
14 163 49
14 52 447
107 66 440
107 191 526
107 22 536
107 77 152
7 30 46
7 114 500
7 114 551
7 159 6
7 14 17
7 107 430
7 82 341
7 154 21
7 120 289
7 34 63
7 194 406
145 10 502
145 41 24
145 102 228
145 117 552
145 42 154
145 57 520
145 154 232
145 29 37
145 134 284
145 34 388
136 155 466
136 12 545
136 169 501
136 113 380
136 111 269
136 145 35
136 129 456
136 98 180
136 37 483
136 172 166
136 81 57
136 182 433
92 35 200
92 65 221
92 26 277
92 31 270
92 136 266
92 53 163
92 173 558
92 87 427
92 124 4
67 164 289
67 97 398
67 170 364
67 3 504
67 31 60
67 69 274
67 151 173
67 150 233
39 117 127
39 193 327
39 6 535
39 13 162
39 69 522
39 81 183
39 194 413
71 100 533
71 164 553
71 158 235
71 180 210
71 29 26
71 47 62
71 200 436
177 21 146
177 137 196
177 42 208
177 96 140
177 168 1
177 173 78
84 4 307
84 193 108
84 24 446
84 37 473
84 151 353
84 150 551
84 181 295
84 123 135
84 55 117
77 126 158
77 139 438
77 8 185
77 60 486
77 147 238
77 90 481
77 143 463
77 190 337
77 57 355
77 116 450
77 150 473
77 148 76
77 187 384
77 185 183
103 166 135
103 166 161
103 35 18
103 139 359
103 22 112
103 71 433
103 77 441
103 127 339
103 165 21
103 52 317
6 186 8
6 189 114
6 80 118
6 106 443
6 169 394
6 127 36
6 156 534
6 123 254
143 176 260
143 157 251
143 199 13
143 93 546
143 45 173
143 98 397
143 101 122
143 172 116
140 186 298
140 46 520
140 106 421
140 158 204
140 16 158
140 82 47
140 154 273
140 54 361
140 168 127
53 109 221
53 155 321
53 3 75
53 45 227
53 143 132
53 116 170
53 68 379
53 55 381
53 124 536
96 169 508
96 16 9
96 103 95
96 129 542
96 192 337
96 179 433
63 155 361
63 3 540
63 79 283
63 161 411
63 95 115
63 75 429
63 192 329
63 151 261
63 110 129
63 185 545
38 33 365
38 126 48
38 19 224
38 60 328
38 146 336
38 84 92
119 35 312
119 100 440
119 158 368
119 24 140
119 24 528
119 89 26
119 180 132
119 101 201
119 120 440
119 34 255
119 28 234
119 185 518
119 87 101
190 35 114
190 138 492
190 8 515
190 106 127
190 169 234
190 101 229
190 125 169
190 47 476
82 166 411
82 169 221
82 93 217
82 92 215
82 77 487
82 103 58
82 101 41
82 101 232
82 54 209
82 43 59
82 175 350
82 181 400
82 110 135
82 110 522
82 28 294
127 72 85
127 161 301
127 95 545
127 77 329
127 51 27
127 192 226
127 69 89
127 149 121
127 171 25
24 99 168
24 65 365
24 198 536
24 8 31
24 80 81
24 3 321
24 26 162
24 14 29
24 14 481
24 121 488
24 115 390
57 162 269
57 20 326
57 191 136
57 17 83
57 117 138
57 199 107
57 16 205
57 67 45
57 63 305
57 74 9
57 74 343
57 175 231
57 68 159
57 78 180
129 104 435
129 41 13
129 21 428
129 60 337
129 15 129
129 32 142
129 71 273
129 103 202
129 34 97
129 188 320
174 72 95
174 104 15
174 97 285
174 144 229
174 106 193
174 106 427
174 16 109
174 145 305
174 123 127
174 52 323
174 124 177
89 166 191
89 46 501
89 135 14
89 135 338
89 16 424
89 31 113
89 90 311
89 82 406
89 69 232
89 171 133
98 91 463
98 66 283
98 12 140
98 105 348
98 19 227
98 157 529
98 39 355
98 48 45
98 197 280
98 168 410
98 124 120
5 104 419
5 104 482
5 164 172
5 164 305
5 8 461
5 21 22
5 17 560
5 45 558
5 84 551
5 103 434
5 38 486
5 160 165
5 52 84
5 188 346
5 194 345
5 187 545
51 166 92
51 11 546
51 135 541
51 56 65
51 107 147
51 7 539
51 53 306
51 112 349
51 154 303
51 62 58
51 165 351
51 120 158
51 150 396
112 162 412
112 8 311
112 122 246
112 79 410
112 56 138
112 140 108
112 156 72
112 179 35
112 149 214
112 88 45
112 148 3
116 142 482
116 139 214
116 170 361
116 14 336
116 92 423
116 67 309
116 101 6
116 2 404
116 43 210
116 175 369
116 68 518
116 181 292
116 34 544
154 166 126
154 30 153
154 142 50
154 97 11
154 31 352
154 42 238
154 9 142
154 177 319
154 24 165
154 51 407
154 180 407
64 155 106
64 114 234
64 67 17
64 150 480
64 73 306
64 34 119
64 78 149
48 23 377
48 33 547
48 142 47
48 16 115
48 22 427
48 77 132
48 103 248
48 190 465
48 168 448
61 1 202
61 109 194
61 3 409
61 159 14
61 22 540
61 190 104
61 171 410
61 124 119
180 104 515
180 155 118
180 186 63
180 189 129
180 113 12
180 111 487
180 159 73
180 141 278
180 143 94
180 29 50
180 123 499
180 47 415
86 104 9
86 66 35
86 92 461
86 57 258
86 64 17
86 150 66
86 148 277
86 171 284
86 85 531
62 35 238
62 155 454
62 94 225
62 81 445
62 28 99
62 124 317
197 26 40
197 15 397
197 136 135
197 67 331
197 119 22
197 61 357
197 156 542
197 81 119
165 139 388
165 3 197
165 44 145
165 196 138
165 32 107
165 24 520
165 129 202
165 89 286
156 72 281
156 46 553
156 189 404
156 126 25
156 106 536
156 59 504
156 67 238
156 82 229
156 62 152
156 165 519
156 118 242
156 69 66
156 124 416
74 166 259
74 4 76
74 105 176
74 20 135
74 191 121
74 108 517
74 197 150
74 40 271
74 81 63
74 148 148
37 44 85
37 111 233
37 64 109
37 197 226
37 194 228
13 109 259
13 141 553
13 89 198
13 121 228
13 171 1
192 109 268
192 104 556
192 99 82
192 76 153
192 147 480
192 31 58
192 96 258
192 57 237
192 110 43
192 149 4
192 88 287
101 111 258
101 95 421
101 134 17
101 55 338
118 164 75
118 76 149
118 75 71
118 14 22
118 29 441
118 134 254
118 123 444
118 27 240
2 105 530
2 126 124
2 191 320
2 144 173
2 32 213
2 39 389
2 5 39
2 40 315
2 168 15
2 68 75
2 163 418
2 125 525
172 35 97
172 155 311
172 10 106
172 50 459
172 126 86
172 79 85
172 159 85
172 45 112
172 15 529
172 103 216
172 6 172
172 63 88
172 82 375
172 48 317
172 68 413
172 34 54
172 187 64
54 107 234
54 112 213
54 168 261
54 49 141
54 28 12
40 135 59
40 161 441
40 51 289
40 116 556
40 194 117
69 135 246
69 161 420
69 9 480
69 143 519
69 101 242
69 172 541
69 151 393
69 68 505
69 134 8
69 121 252
69 200 284
29 30 267
29 122 333
29 45 406
29 92 193
29 119 504
29 190 244
29 5 246
29 34 23
29 163 492
151 138 266
151 162 55
151 142 101
151 111 60
151 159 385
151 38 333
151 89 481
151 74 473
151 168 342
151 160 334
151 173 3
168 66 192
168 95 293
168 107 435
168 89 194
168 62 145
168 197 495
168 73 559
168 148 222
160 33 321
160 119 553
160 174 444
160 51 374
160 74 466
160 54 141
160 181 193
160 148 250
160 47 322
160 200 452
120 66 129
120 99 60
120 79 132
120 98 302
120 151 127
120 195 380
120 163 356
120 171 371
120 28 423
120 115 232
43 35 398
43 155 121
43 30 8
43 46 219
43 196 76
43 130 544
43 141 87
43 45 499
43 7 526
175 10 61
175 65 481
175 170 400
175 92 455
175 143 276
175 57 450
175 174 180
175 48 269
175 62 511
68 184 58
68 131 280
68 172 4
68 73 83
68 123 5
150 72 543
150 94 470
150 105 218
150 19 254
150 153 30
150 14 236
150 149 371
150 47 241
134 70 242
134 111 471
134 161 98
134 98 432
134 197 549
134 165 115
134 121 530
179 72 138
179 30 377
179 65 448
179 184 169
179 147 112
179 39 381
179 24 289
179 154 518
179 118 484
179 40 123
179 47 126
181 155 172
181 65 187
181 122 152
181 153 92
181 95 474
181 31 508
181 38 323
181 64 221
181 85 422
73 4 380
73 138 553
73 41 416
73 130 520
73 147 182
73 75 333
73 42 210
73 156 20
73 120 428
73 163 430
110 4 282
110 66 440
110 21 124
110 131 38
110 83 261
110 153 274
110 15 366
110 42 417
110 136 354
110 143 387
110 63 131
110 5 426
110 51 481
110 64 208
110 13 401
110 192 548
49 12 478
49 198 505
49 196 99
49 77 42
49 143 143
49 37 252
49 192 556
49 25 45
49 25 138
34 102 309
34 97 245
34 133 47
34 131 513
34 83 547
34 146 264
34 22 9
34 51 43
34 54 48
132 23 540
132 46 17
132 12 491
132 20 473
132 17 553
132 3 157
132 196 272
132 18 502
132 156 130
132 120 89
132 123 125
132 187 521
132 125 235
78 21 350
78 144 513
78 199 427
78 93 310
78 15 11
78 67 297
78 110 347
78 34 383
78 28 56
195 1 147
195 10 511
195 169 369
195 93 204
195 95 202
195 22 63
195 174 6
195 98 517
195 179 204
195 25 513
195 27 126
25 12 98
25 100 233
25 114 83
25 114 93
25 80 470
25 3 267
25 137 200
25 190 9
25 2 326
25 29 226
25 151 302
25 151 478
25 110 62
25 149 212
121 166 274
121 114 528
121 80 500
121 79 173
121 22 408
121 63 280
121 190 430
121 29 292
121 168 388
121 43 478
121 110 477
121 78 68
121 195 391
121 25 433
121 188 82
123 155 32
123 10 417
123 12 48
123 65 411
123 106 532
123 137 377
123 111 282
123 146 345
123 56 187
123 7 407
123 24 519
123 51 47
123 172 165
163 142 13
163 8 66
163 133 500
163 3 520
163 59 537
163 56 268
163 92 225
163 116 290
163 86 287
163 74 185
163 54 246
163 148 44
163 87 395
27 104 556
27 35 515
27 94 543
27 66 104
27 164 212
27 33 277
27 135 121
27 137 200
27 31 187
27 15 549
27 107 349
27 63 74
27 118 391
27 68 417
27 34 25
27 88 278
27 171 140
81 109 207
81 46 240
81 100 264
81 189 12
81 33 475
81 133 3
81 106 213
81 113 387
81 131 484
81 39 280
81 140 257
81 119 215
81 119 342
81 192 398
81 118 189
81 34 176
81 85 77
81 47 61
81 182 345
149 126 152
149 59 255
149 147 442
149 56 427
149 92 543
149 6 533
149 38 157
149 24 20
149 197 269
149 156 242
149 29 180
149 120 115
149 88 516
149 188 8
88 104 207
88 162 365
88 158 18
88 159 55
88 146 14
52 1 559
52 186 14
52 170 403
52 106 110
52 169 37
52 56 444
52 107 164
52 143 389
52 156 322
52 192 532
52 151 443
52 134 317
52 73 32
128 30 334
128 126 343
128 139 371
128 139 436
128 135 342
128 60 524
128 111 329
128 22 313
128 22 552
128 96 438
128 13 357
128 29 172
128 43 538
188 105 351
188 133 454
188 59 243
188 134 45
188 195 509
188 27 280
188 88 113
55 30 160
55 164 303
55 162 192
55 135 79
55 19 49
55 169 484
55 26 537
55 161 99
55 9 97
55 127 52
55 129 475
55 132 31
55 195 9
55 194 162
55 171 382
148 80 328
148 169 21
148 157 9
148 161 487
148 16 545
148 18 421
148 90 32
148 57 144
148 89 534
148 154 347
148 13 55
173 23 125
173 158 406
173 193 358
173 147 35
194 178 25
194 65 501
194 189 260
194 95 271
194 18 85
194 77 198
194 127 208
194 174 424
194 197 176
194 165 455
194 52 392
171 167 302
171 66 214
171 131 98
171 131 108
171 192 423
171 101 41
171 68 298
171 49 346
171 121 403
171 188 363
171 55 526
28 72 157
28 11 318
28 30 261
28 46 152
28 76 444
28 86 352
28 197 329
28 69 223
28 68 317
28 121 34
28 123 313
28 149 247
28 173 176
28 115 329
28 124 220
115 23 164
115 155 70
115 167 106
115 99 537
115 170 527
115 157 300
115 108 242
115 108 510
115 93 324
115 180 485
115 73 89
115 200 319
85 97 299
85 80 408
85 3 33
85 79 286
85 60 274
85 141 18
85 141 378
85 24 163
85 27 204
187 155 17
187 46 464
187 36 312
187 79 540
187 146 409
187 45 231
187 147 545
187 89 147
187 51 243
187 48 205
187 74 248
187 118 560
187 69 261
187 29 249
187 150 336
187 149 391
125 1 163
125 104 403
125 4 314
125 183 81
125 103 437
125 163 99
47 104 100
47 167 305
47 167 310
47 21 394
47 79 515
47 184 114
47 130 508
47 159 407
47 159 439
47 107 477
47 174 555
47 86 149
47 34 224
47 25 212
185 4 56
185 198 318
185 41 250
185 157 527
185 14 118
185 127 372
185 64 187
185 194 485
182 152 512
182 164 30
182 117 499
182 56 396
182 15 172
182 77 12
182 174 60
182 151 339
87 72 115
87 59 206
87 60 74
87 60 506
87 199 502
87 16 294
87 75 455
87 9 543
124 30 315
124 99 92
124 99 363
124 80 6
124 169 97
124 113 219
124 48 3
124 62 542
124 150 167
