200 2037
7 163 14
7 36 254
7 196 146
7 84 456
7 30 118
7 3 37
7 48 12
8 95 309
8 7 71
8 126 210
8 182 16
8 41 359
8 14 168
8 56 197
8 175 248
126 11 281
126 182 220
126 158 207
126 147 439
126 116 450
126 17 120
126 125 165
126 155 66
126 166 234
126 139 379
126 135 60
126 90 7
182 77 179
182 109 230
182 70 187
182 74 227
182 108 284
182 165 430
182 101 197
182 176 333
182 21 83
109 5 368
109 8 169
109 120 240
109 75 91
109 53 57
109 112 162
109 186 177
109 153 365
109 125 278
109 56 336
109 161 226
120 6 178
120 111 178
120 179 250
120 52 309
120 85 385
120 198 212
120 172 331
120 94 257
120 107 295
120 187 109
120 104 182
120 84 452
120 67 272
120 176 261
179 76 364
179 11 177
179 159 260
179 51 421
179 108 5
179 20 97
179 132 347
179 84 425
179 68 185
179 123 330
179 167 401
179 105 116
179 26 213
159 13 138
159 11 273
159 75 270
159 110 219
159 82 145
159 9 367
159 79 317
159 150 459
159 62 359
159 183 21
159 103 426
159 67 220
159 117 192
75 70 280
75 51 252
75 69 364
75 98 4
75 141 443
75 104 434
75 105 412
75 55 130
75 10 329
70 2 340
70 6 171
70 143 75
70 44 290
70 160 20
70 17 158
70 17 457
70 107 175
70 78 92
70 81 415
70 21 7
44 11 116
44 182 219
44 72 300
44 141 40
72 2 198
72 40 16
72 6 147
72 35 310
72 60 48
72 41 28
72 73 381
72 32 301
72 154 31
72 145 38
72 187 32
72 117 229
72 45 406
35 47 320
35 82 117
35 33 110
35 9 61
35 92 132
35 190 3
35 140 32
35 136 441
35 151 432
35 100 346
35 171 278
47 77 342
47 53 330
47 142 247
47 22 307
47 177 75
47 178 353
47 165 381
47 184 102
47 152 233
53 158 340
53 37 380
53 82 120
53 15 198
53 101 48
53 100 33
53 46 240
53 78 78
53 167 144
53 167 263
53 55 41
53 23 1
53 176 43
53 45 263
53 185 76
53 185 116
158 182 368
158 70 82
158 160 350
158 42 351
158 22 351
158 15 352
158 136 139
158 113 320
158 43 447
158 59 9
158 168 132
158 105 460
158 65 26
158 19 58
160 111 299
160 37 360
160 17 438
160 87 184
160 192 12
160 172 326
160 175 137
160 100 191
160 68 233
37 158 277
37 112 370
37 34 92
37 15 136
37 122 114
37 122 272
37 123 350
112 34 380
112 184 11
112 30 323
112 195 368
112 121 439
112 57 139
34 40 357
34 76 157
34 160 87
34 157 390
34 142 150
34 115 64
34 87 401
34 190 351
34 146 116
34 144 116
157 96 365
157 109 43
157 180 400
157 60 172
157 110 422
157 155 122
157 85 92
157 86 81
157 138 149
157 46 188
157 78 302
157 89 246
180 11 300
180 186 410
180 133 377
180 149 451
180 22 339
180 68 153
180 103 175
180 21 15
180 152 116
180 200 179
186 51 420
186 92 7
186 198 373
186 108 220
186 58 413
186 127 444
186 80 47
186 12 73
51 5 252
51 13 279
51 40 10
51 111 238
51 37 45
51 147 430
51 116 152
51 9 80
51 177 440
51 56 117
51 170 31
51 190 359
51 140 53
51 140 87
51 140 261
51 15 184
51 174 391
51 174 403
51 100 419
51 30 365
51 97 431
51 176 298
147 76 452
147 72 386
147 61 440
147 142 296
147 52 198
147 155 82
147 170 175
147 141 456
147 139 278
147 100 117
147 146 392
147 38 207
61 5 349
61 13 108
61 91 61
61 35 134
61 160 239
61 130 450
61 16 55
61 16 424
61 193 86
61 153 12
61 32 392
61 79 73
61 135 38
61 187 334
61 84 121
61 10 8
61 200 338
130 33 424
130 22 389
130 151 386
130 23 47
130 26 5
129 31 353
129 6 275
129 126 344
129 34 435
129 33 187
129 149 133
129 125 46
129 92 241
129 170 145
129 170 360
129 156 317
129 28 388
129 108 432
129 114 260
129 98 166
129 127 399
129 195 384
129 176 277
129 118 305
129 134 401
24 73 374
24 137 233
24 74 155
24 170 186
24 79 258
24 101 249
24 62 436
24 46 377
24 27 398
24 3 282
24 48 9
24 65 231
24 38 383
60 5 329
60 120 177
60 42 139
60 166 67
60 181 407
60 138 83
60 187 359
60 64 192
16 2 348
16 76 13
16 11 310
16 180 393
16 51 20
16 51 75
16 61 198
16 28 61
16 162 86
16 54 359
16 93 340
142 31 201
142 31 420
142 194 418
142 151 165
142 100 46
52 44 12
52 16 139
52 113 204
52 122 181
52 151 235
52 59 119
52 67 362
52 26 240
52 99 259
110 96 193
110 147 221
110 52 193
110 17 298
110 92 250
110 184 1
110 127 5
110 132 366
110 68 3
110 121 193
110 45 457
110 90 341
193 131 370
193 91 48
193 70 224
193 50 99
193 137 58
193 148 316
193 198 105
193 140 321
193 66 24
193 4 127
193 146 31
193 67 88
153 33 137
153 149 32
153 148 391
153 198 311
153 58 117
153 114 49
153 66 312
153 65 279
116 96 280
116 87 356
116 136 441
116 86 267
116 138 216
116 113 302
116 184 377
116 62 436
116 18 149
116 200 29
133 111 4
133 95 35
133 130 78
133 142 200
133 137 407
133 189 132
133 114 389
133 165 32
17 198 240
17 169 383
17 63 367
17 27 370
17 123 127
17 188 307
17 144 75
41 179 93
41 72 41
41 129 251
41 149 159
41 198 86
41 102 158
41 118 200
50 182 394
50 75 164
50 88 261
50 124 133
50 194 411
50 94 458
50 168 211
50 173 404
82 35 198
82 22 303
82 124 426
82 162 77
82 181 155
82 122 365
82 78 235
82 83 289
82 97 196
82 67 368
33 96 304
33 2 176
33 25 202
33 147 15
33 86 30
33 36 154
33 101 39
33 132 388
33 100 436
33 103 67
33 23 97
149 6 230
149 72 427
149 115 431
149 181 382
149 136 392
149 86 73
149 108 242
149 196 193
149 127 343
149 62 67
149 176 110
42 186 388
42 196 429
42 102 280
42 183 44
42 27 157
42 27 263
42 38 103
42 200 126
22 164 47
22 96 239
22 8 205
22 53 155
22 130 216
22 130 232
22 163 131
22 80 124
22 57 122
22 144 125
22 197 70
69 111 104
69 112 35
69 51 148
69 60 309
69 178 310
69 166 306
69 181 351
69 138 454
69 165 249
69 101 205
69 151 252
69 135 170
69 81 76
69 176 260
69 19 25
69 200 197
9 182 239
9 70 416
9 60 110
9 88 173
9 189 434
9 20 410
125 91 415
125 41 36
125 149 385
125 149 448
125 156 236
125 138 106
125 127 246
125 55 224
125 26 118
125 152 309
125 134 458
125 90 290
73 76 230
73 159 359
73 162 245
73 150 366
73 113 63
73 80 172
73 118 437
88 131 271
88 11 190
88 109 256
88 61 349
88 24 3
88 16 446
88 133 93
88 82 286
88 63 15
88 141 205
88 102 64
88 195 273
88 176 353
88 144 157
88 18 26
92 1 368
92 91 431
92 119 61
92 6 449
92 109 227
92 129 73
92 153 457
92 156 457
92 128 121
92 198 85
92 162 356
92 150 113
92 108 311
92 122 224
92 46 110
92 106 312
92 188 275
92 99 13
177 179 370
177 35 59
177 53 41
177 137 345
177 98 59
177 185 381
177 99 215
124 109 66
124 75 334
124 35 99
124 157 291
124 133 379
124 194 385
124 148 181
124 190 72
124 28 148
124 189 4
124 154 302
124 107 141
124 106 380
124 152 106
137 35 282
137 147 252
137 153 348
137 149 169
137 149 220
137 92 137
137 86 375
137 20 7
137 49 241
137 127 422
137 101 171
137 59 414
137 135 124
137 174 79
137 4 340
137 26 199
74 95 230
74 158 215
74 112 377
74 186 391
74 24 296
74 9 367
74 177 366
74 87 11
74 59 204
74 62 363
74 68 54
74 185 27
74 19 186
14 1 359
14 31 242
14 82 133
14 128 261
14 163 52
14 4 55
14 4 417
115 75 192
115 112 319
115 52 84
115 50 324
115 71 84
115 181 87
115 36 143
115 12 329
115 78 149
115 30 40
115 27 455
115 188 170
115 188 300
194 96 113
194 119 220
194 110 153
194 149 153
194 163 398
194 113 22
194 151 374
194 135 246
194 102 209
194 93 314
194 200 389
148 126 306
148 182 447
148 70 319
148 180 422
148 22 25
148 56 261
148 85 401
148 150 124
148 146 190
148 134 135
56 5 436
56 37 280
56 186 346
56 61 340
56 60 41
56 79 439
56 138 146
56 132 106
56 46 207
191 47 435
191 87 366
191 122 410
191 94 44
191 100 65
191 97 46
191 152 80
191 18 160
155 111 164
155 76 182
155 47 197
155 153 252
155 73 409
155 140 326
155 28 13
155 83 135
155 176 199
155 185 343
155 171 156
155 200 360
87 131 197
87 111 269
87 76 40
87 120 204
87 130 62
87 22 235
87 184 175
87 123 419
87 26 281
32 11 390
32 159 30
32 9 214
32 74 145
32 115 15
32 178 247
32 108 91
32 21 316
170 91 172
170 159 264
170 44 340
170 51 6
170 110 72
170 42 275
170 115 340
170 140 316
170 136 339
170 199 70
170 195 359
170 48 250
156 52 58
156 133 71
156 20 322
190 159 92
190 142 153
190 153 191
190 15 74
190 62 395
190 83 234
190 173 187
190 38 261
190 118 111
85 40 400
85 159 234
85 72 19
85 34 359
85 186 130
85 60 169
85 66 82
85 151 276
85 135 359
85 97 257
85 123 225
85 23 265
85 144 417
71 1 259
71 111 283
71 53 340
71 112 72
71 24 405
71 101 14
71 123 354
128 77 387
128 31 138
128 111 2
128 11 394
128 157 59
128 180 227
128 142 240
128 56 371
128 86 376
128 58 346
128 78 334
128 146 358
192 13 141
192 120 251
192 75 49
192 44 345
192 72 38
192 72 46
192 147 209
192 115 222
192 170 215
192 178 7
192 169 437
192 39 116
192 183 14
192 4 286
79 74 301
79 128 347
79 64 238
79 21 227
79 152 426
198 111 332
198 47 390
198 148 321
198 161 124
198 80 225
198 64 12
198 105 419
198 26 362
140 24 323
140 149 161
140 87 320
140 166 6
140 20 331
140 168 457
140 167 308
140 45 342
28 13 433
28 61 298
28 129 131
28 177 143
28 162 200
28 58 285
28 185 34
178 7 450
178 182 113
178 34 202
178 14 426
178 63 302
178 139 98
172 1 378
172 164 315
172 70 165
172 53 241
172 180 269
172 82 174
172 28 162
172 166 306
172 49 288
172 68 21
172 48 377
172 57 261
15 159 422
15 72 77
15 160 187
15 37 127
15 82 438
15 9 194
15 125 419
15 73 118
15 115 279
15 170 404
15 85 7
15 71 333
15 178 413
15 184 127
15 175 369
15 78 12
15 67 294
15 89 317
162 8 86
162 37 126
162 193 213
162 41 8
162 149 237
162 79 171
162 163 110
162 163 305
162 102 46
162 57 193
162 23 77
162 200 162
166 25 137
166 25 301
166 52 318
166 92 103
166 177 341
166 113 429
166 122 263
166 101 281
166 48 37
166 200 182
181 131 28
181 164 451
181 5 193
181 77 38
181 77 42
181 75 134
181 53 107
181 158 264
181 116 235
181 194 311
181 170 90
181 85 232
181 71 148
181 138 98
181 58 234
181 154 200
181 102 151
136 131 374
136 147 91
136 128 264
136 163 336
136 4 286
136 68 167
136 123 440
136 167 444
136 65 278
136 144 24
189 142 90
189 17 155
189 190 218
189 140 232
189 20 389
189 49 269
189 80 283
189 46 182
189 55 291
189 26 60
189 10 369
86 1 398
86 40 94
86 35 405
86 92 149
86 115 129
86 83 211
86 67 100
86 67 162
86 185 76
29 111 72
29 157 393
29 24 261
29 32 327
29 86 48
29 58 15
29 65 203
138 119 308
138 111 200
138 61 286
138 130 324
138 193 365
138 42 203
138 69 325
138 194 269
138 128 413
138 196 428
138 26 195
150 75 103
150 42 121
150 63 347
150 114 165
150 176 88
150 188 347
150 171 174
108 182 66
108 179 261
108 34 441
108 92 93
108 170 410
108 66 371
169 37 450
169 147 369
169 110 191
169 33 278
169 124 5
169 194 422
169 140 258
169 166 77
169 161 449
169 46 6
163 25 407
163 109 367
163 177 255
163 192 120
163 169 58
163 169 261
163 27 7
163 97 317
163 121 240
163 200 159
161 61 305
161 110 153
161 189 91
161 165 154
161 4 314
161 123 183
161 173 266
161 144 376
58 91 370
58 53 174
58 112 47
58 114 91
58 127 173
58 80 280
58 104 423
58 118 254
113 164 78
113 5 140
113 25 110
113 25 452
113 143 34
113 47 263
113 129 344
113 110 218
113 137 80
113 190 257
113 192 423
113 178 31
113 166 9
113 122 350
113 185 126
122 1 149
122 76 331
122 109 181
122 33 442
122 161 210
122 66 245
122 132 150
122 4 346
122 19 93
20 17 350
20 125 325
20 49 450
20 134 64
36 182 246
36 109 32
36 44 445
36 35 277
36 51 376
36 153 327
36 137 131
36 85 286
36 128 257
36 98 49
36 39 194
36 135 315
36 146 219
36 26 110
36 152 209
154 8 315
154 92 395
154 28 201
154 150 76
154 107 193
154 4 14
154 4 377
154 167 142
63 164 249
63 60 325
63 110 331
63 22 231
63 71 361
63 172 432
63 195 116
63 19 27
63 200 369
63 200 428
43 40 97
43 76 442
43 139 155
43 97 127
43 65 63
43 197 415
94 164 183
94 112 6
94 79 108
94 198 41
94 86 142
94 165 440
94 196 125
94 59 405
94 46 54
114 124 199
114 198 61
114 146 188
114 97 226
114 188 438
199 76 414
199 42 232
199 155 152
199 162 150
199 66 140
199 78 298
49 180 206
49 24 325
49 71 286
49 20 117
49 107 173
49 62 251
49 100 107
49 97 330
49 89 449
165 109 218
165 142 448
165 194 308
165 108 308
165 108 438
165 139 306
165 146 378
165 26 96
196 47 74
196 37 71
196 16 36
196 110 163
196 153 33
196 56 48
196 79 326
196 139 115
196 97 90
98 131 109
98 50 330
98 22 17
98 74 183
98 49 13
98 171 146
107 111 390
107 179 328
107 60 381
107 74 385
107 192 371
107 79 161
107 162 446
107 161 20
107 36 428
107 43 329
107 165 214
107 46 66
107 78 87
107 21 24
107 21 458
141 8 177
141 70 74
141 73 348
141 71 135
141 108 191
141 49 138
141 132 24
141 168 343
141 67 394
141 200 70
184 143 96
184 133 120
184 33 218
184 42 244
184 155 4
184 71 28
184 86 457
184 113 183
184 63 459
184 101 155
184 121 211
184 176 428
145 131 169
145 2 271
145 179 133
145 35 417
145 37 119
145 147 2
145 193 66
145 125 166
145 194 158
145 113 420
145 105 103
145 55 353
127 42 33
127 86 182
127 86 407
127 150 258
127 108 129
127 43 403
127 174 172
127 30 422
127 103 14
127 67 50
127 117 347
127 121 66
127 99 166
66 72 339
66 50 264
66 181 3
66 122 40
66 135 347
101 75 147
101 53 183
101 69 25
101 178 378
101 84 55
101 121 441
39 164 343
39 25 324
39 53 193
39 112 179
39 51 2
39 137 139
39 194 325
39 86 152
39 151 48
39 59 188
39 3 109
39 106 116
39 106 330
80 40 307
80 159 79
80 158 252
80 112 299
80 34 438
80 147 169
80 17 236
80 155 244
80 140 52
80 57 243
80 188 124
151 76 203
151 41 329
151 191 384
151 87 151
151 128 84
151 66 131
151 80 393
59 2 103
59 2 419
59 70 159
59 24 449
59 42 16
59 125 335
59 191 22
59 79 143
59 15 350
59 49 347
59 167 408
59 18 355
59 90 193
139 131 92
139 5 373
139 24 173
139 114 434
139 141 367
139 84 216
139 48 114
139 171 216
62 7 103
62 157 460
62 130 84
62 41 197
62 82 407
62 196 172
62 98 228
62 80 189
62 174 33
62 3 194
62 26 298
62 200 101
135 119 210
135 130 442
135 60 348
135 88 378
135 56 368
135 32 387
135 79 263
135 36 319
135 114 148
135 200 100
135 200 391
187 76 47
187 126 45
187 180 176
187 51 308
187 142 299
187 125 446
187 178 209
187 163 53
187 107 54
187 168 347
187 3 396
187 173 18
187 99 418
175 52 129
175 153 83
175 9 339
175 150 30
175 49 160
175 165 394
175 141 107
175 46 76
175 27 289
175 81 92
174 131 147
174 111 99
174 75 63
174 79 94
174 79 355
174 166 440
174 29 360
174 63 46
174 66 161
174 183 414
174 27 22
174 81 45
174 38 308
174 19 406
102 8 156
102 44 407
102 160 242
102 147 429
102 142 427
102 193 414
102 82 265
102 42 9
102 161 322
102 58 137
102 113 38
102 141 198
102 100 110
102 106 258
102 65 104
102 18 24
64 1 372
64 6 380
64 111 309
64 149 310
64 148 108
64 136 131
64 136 379
64 150 166
64 174 352
64 4 311
64 105 300
64 188 140
64 45 112
64 45 159
12 77 107
12 6 297
12 95 91
12 126 89
12 87 68
12 79 249
12 163 168
12 184 340
12 139 290
12 152 111
183 13 151
183 119 56
183 182 71
183 109 186
183 179 207
183 186 111
183 14 198
183 114 148
183 81 228
132 76 312
132 47 144
132 116 332
132 192 408
132 28 158
132 163 271
132 151 443
132 62 137
132 12 288
132 68 129
132 54 276
132 54 445
132 23 106
132 171 145
104 1 452
104 53 45
104 160 458
104 41 144
104 32 232
104 150 350
104 108 52
104 144 227
104 10 249
100 131 423
100 76 376
100 25 407
100 109 114
100 82 286
100 156 384
100 192 212
100 172 381
100 29 252
100 169 228
100 161 25
100 49 356
100 139 154
100 84 356
100 3 139
46 179 356
46 34 137
46 82 216
46 124 375
46 194 436
46 191 202
46 86 104
46 100 165
46 176 96
46 188 184
46 144 389
46 10 438
168 158 316
168 34 110
168 193 318
168 92 442
168 87 308
168 71 396
168 128 6
168 118 75
168 18 230
84 131 110
84 160 249
84 37 138
84 61 180
84 136 104
84 94 138
84 199 154
84 66 336
84 103 350
84 105 243
84 21 252
84 99 337
84 197 6
78 131 37
78 31 434
78 119 226
78 70 285
78 53 357
78 193 279
78 115 16
78 190 54
78 102 268
78 168 370
30 96 252
30 186 56
30 177 89
30 169 178
30 163 256
30 59 332
30 4 47
30 144 39
27 131 136
27 96 268
27 35 58
27 61 293
27 85 171
27 184 219
27 174 435
27 12 191
27 97 93
27 99 390
83 96 211
83 75 170
83 110 283
83 22 52
83 73 170
83 88 349
83 191 143
83 170 87
83 85 41
83 71 103
83 128 454
83 98 457
83 127 455
83 135 276
83 123 452
146 1 459
146 7 440
146 8 109
146 16 410
146 124 137
146 128 225
146 169 340
146 163 226
146 94 166
146 10 71
146 171 128
68 95 192
68 124 180
68 148 80
68 190 394
68 165 81
68 107 88
68 151 41
68 139 440
68 132 28
68 46 200
68 84 368
97 91 154
97 70 185
97 44 287
97 153 113
97 116 294
97 124 95
97 192 350
97 162 59
97 36 284
97 63 34
97 145 390
103 96 341
103 2 308
103 109 330
103 70 275
103 53 229
103 158 420
103 92 162
103 181 323
103 98 109
103 184 374
103 145 365
3 24 332
3 17 221
3 73 99
3 79 305
3 105 237
3 38 445
3 99 393
3 99 419
123 129 16
123 135 125
123 102 434
123 38 358
173 186 378
173 116 191
173 114 193
173 118 257
173 152 268
195 47 231
195 158 442
195 16 249
195 86 118
195 150 267
195 63 200
195 43 143
195 168 251
81 142 146
81 41 410
81 9 438
81 190 247
81 71 107
81 58 118
81 58 148
81 139 129
81 146 221
54 96 98
54 11 89
54 182 235
54 37 249
54 180 459
54 51 327
54 14 440
54 191 26
54 156 93
54 138 443
54 108 310
54 169 182
54 114 395
54 66 347
54 106 418
54 105 209
54 176 83
54 10 167
67 148 150
67 128 363
67 113 419
67 63 331
67 83 200
67 97 327
67 103 147
67 23 329
67 10 346
67 90 30
106 91 376
106 6 306
106 133 376
106 42 437
106 87 431
106 71 150
106 172 105
106 141 37
106 38 433
167 5 218
167 53 149
167 157 403
167 28 244
167 86 129
167 138 389
167 58 79
167 49 368
167 174 397
167 168 46
167 97 371
117 72 306
117 33 253
117 155 354
117 128 260
117 29 442
117 161 355
117 167 369
117 19 386
48 170 178
48 79 229
48 181 15
48 138 157
48 3 282
48 173 443
48 117 212
48 19 400
48 118 3
121 164 117
121 75 315
121 110 28
121 155 285
121 63 15
121 165 143
121 102 378
121 27 119
121 45 336
121 10 114
57 16 206
57 33 82
57 115 206
57 56 374
57 54 418
57 105 216
57 171 150
105 77 205
105 159 4
105 159 106
105 60 341
105 82 327
105 166 285
105 163 170
105 58 205
105 122 1
105 80 159
105 45 238
105 134 370
55 143 434
55 177 135
55 162 229
55 162 333
55 80 316
55 18 415
23 5 299
23 160 134
23 85 176
23 161 124
23 39 333
176 119 161
176 143 154
176 159 200
176 110 431
176 41 6
176 50 315
176 85 124
176 136 161
176 199 300
176 39 225
176 121 43
176 38 283
176 185 118
65 53 262
65 153 118
65 82 213
65 156 85
65 154 281
65 141 296
65 144 383
188 69 92
188 137 344
188 28 51
188 28 329
188 162 300
188 138 408
188 98 14
188 127 295
188 66 282
188 101 417
188 54 441
38 179 24
38 37 221
38 37 281
38 61 194
38 108 313
38 151 342
38 151 352
38 104 274
38 118 394
38 134 201
45 116 128
45 181 179
45 86 196
45 113 5
26 61 179
26 116 375
26 178 241
26 136 48
26 127 404
26 80 249
26 3 437
26 67 404
26 117 349
26 176 432
26 89 39
26 144 361
185 75 256
185 61 61
185 15 329
185 145 215
185 46 245
185 68 358
185 121 239
185 152 360
185 197 65
21 159 392
21 37 398
21 180 3
21 60 355
21 17 63
21 22 72
21 137 166
21 137 215
21 86 65
21 86 256
21 184 227
21 78 403
21 3 49
21 23 84
93 143 12
93 44 135
93 147 205
93 42 210
93 125 59
93 14 198
93 28 419
93 178 435
93 199 332
93 199 441
93 135 171
93 183 278
93 183 346
93 83 377
93 26 407
93 152 247
89 11 61
89 7 431
89 148 129
89 170 403
89 181 441
89 189 107
89 49 144
89 174 417
89 64 21
89 12 173
89 132 433
89 4 176
89 68 34
19 25 432
19 180 138
19 16 59
19 153 433
19 190 435
19 85 431
19 192 290
19 43 270
118 11 79
118 126 216
118 133 85
118 183 116
144 5 54
144 179 130
144 180 247
144 129 206
144 125 329
144 154 256
144 102 80
144 183 265
144 188 400
144 89 27
99 119 417
99 189 160
99 114 110
99 199 108
99 165 100
99 174 410
10 40 137
10 72 75
10 35 59
10 137 124
10 74 284
10 198 322
10 59 348
10 46 87
10 93 74
10 118 117
152 50 153
152 49 76
152 165 140
152 62 350
152 100 89
152 144 363
171 72 39
171 170 283
171 156 410
171 162 156
171 150 387
171 114 460
171 66 426
171 101 164
171 117 384
171 152 412
134 159 76
134 159 375
134 34 56
134 129 439
134 137 226
134 14 370
134 94 181
134 18 103
18 1 372
18 180 44
18 186 335
18 16 69
18 166 13
18 20 417
18 196 377
18 145 191
18 101 200
18 139 401
18 132 378
18 123 26
18 144 408
90 16 424
90 17 76
90 14 197
90 194 441
90 87 443
90 184 200
90 39 416
90 102 365
90 100 262
90 27 368
90 83 448
90 117 460
90 171 150
197 53 368
197 34 417
197 16 327
197 17 417
197 196 279
197 30 448
197 89 251
